Time,Digit,LanguageID,Point_1_X,Point_1_Y,Point_1_Z,Point_2_X,Point_2_Y,Point_2_Z,Point_3_X,Point_3_Y,Point_3_Z,Point_4_X,Point_4_Y,Point_4_Z,Point_5_X,Point_5_Y,Point_5_Z,Point_6_X,Point_6_Y,Point_6_Z,Point_7_X,Point_7_Y,Point_7_Z,Point_8_X,Point_8_Y,Point_8_Z,Point_9_X,Point_9_Y,Point_9_Z,Point_10_X,Point_10_Y,Point_10_Z,Point_11_X,Point_11_Y,Point_11_Z,Point_12_X,Point_12_Y,Point_12_Z,Point_13_X,Point_13_Y,Point_13_Z,Point_14_X,Point_14_Y,Point_14_Z,Point_15_X,Point_15_Y,Point_15_Z,Point_16_X,Point_16_Y,Point_16_Z,Point_17_X,Point_17_Y,Point_17_Z,Point_18_X,Point_18_Y,Point_18_Z,Point_19_X,Point_19_Y,Point_19_Z,Point_20_X,Point_20_Y,Point_20_Z,Point_21_X,Point_21_Y,Point_21_Z,Point_22_X,Point_22_Y,Point_22_Z,Point_23_X,Point_23_Y,Point_23_Z,Point_24_X,Point_24_Y,Point_24_Z,Point_25_X,Point_25_Y,Point_25_Z,Point_26_X,Point_26_Y,Point_26_Z,Point_27_X,Point_27_Y,Point_27_Z,Point_28_X,Point_28_Y,Point_28_Z,Point_29_X,Point_29_Y,Point_29_Z,Point_30_X,Point_30_Y,Point_30_Z,Point_31_X,Point_31_Y,Point_31_Z,Point_32_X,Point_32_Y,Point_32_Z,Point_33_X,Point_33_Y,Point_33_Z,Point_34_X,Point_34_Y,Point_34_Z,Point_35_X,Point_35_Y,Point_35_Z,Point_36_X,Point_36_Y,Point_36_Z,Point_37_X,Point_37_Y,Point_37_Z,Point_38_X,Point_38_Y,Point_38_Z,Point_39_X,Point_39_Y,Point_39_Z,Point_40_X,Point_40_Y,Point_40_Z,Point_41_X,Point_41_Y,Point_41_Z,Point_42_X,Point_42_Y,Point_42_Z,Point_43_X,Point_43_Y,Point_43_Z,Point_44_X,Point_44_Y,Point_44_Z,Point_45_X,Point_45_Y,Point_45_Z,Point_46_X,Point_46_Y,Point_46_Z,Point_47_X,Point_47_Y,Point_47_Z,Point_48_X,Point_48_Y,Point_48_Z,Point_49_X,Point_49_Y,Point_49_Z,Point_50_X,Point_50_Y,Point_50_Z,Point_51_X,Point_51_Y,Point_51_Z,Point_52_X,Point_52_Y,Point_52_Z,Point_53_X,Point_53_Y,Point_53_Z,Point_54_X,Point_54_Y,Point_54_Z,Point_55_X,Point_55_Y,Point_55_Z,Point_56_X,Point_56_Y,Point_56_Z,Point_57_X,Point_57_Y,Point_57_Z,Point_58_X,Point_58_Y,Point_58_Z,Point_59_X,Point_59_Y,Point_59_Z
0,2,1,0.5131186246871948,0.7586468458175659,1.8445882687956328e-07,0.4979497492313385,0.6616484522819519,0.010478935204446316,0.5045515298843384,0.5780755281448364,0.008231231942772865,0.5312867760658264,0.536516010761261,0.000867128954268992,0.5615895390510559,0.5221319198608398,-0.005585170350968838,0.49332326650619507,0.5248441100120544,0.002179502509534359,0.4986216425895691,0.4357989430427551,-0.005667462944984436,0.5005136728286743,0.38521528244018555,-0.01078164391219616,0.5021662712097168,0.34242069721221924,-0.014238405041396618,0.5127348899841309,0.5338045954704285,-0.011213447898626328,0.5398522615432739,0.439843088388443,-0.017294026911258698,0.559580385684967,0.3909528851509094,-0.020471328869462013,0.5756739377975464,0.3521912097930908,-0.023836540058255196,0.5347551107406616,0.5566880106925964,-0.02379256673157215,0.5779718160629272,0.5064447522163391,-0.028360288590192795,0.5732535123825073,0.5388152003288269,-0.022985856980085373,0.5613614916801453,0.5674325227737427,-0.018739763647317886,0.5572958588600159,0.5873337388038635,-0.03663276880979538,0.5873153209686279,0.5538450479507446,-0.0330175906419754,0.5806164741516113,0.5767737627029419,-0.023283332586288452,0.5691592693328857,0.5974311232566833,-0.01667453534901142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5484023690223694,0.5933337807655334,0.03224574774503708,0.5184054374694824,0.5454975366592407,-0.036719176918268204
1,2,1,0.5112465620040894,0.7521739602088928,2.0554408308726124e-07,0.4954403340816498,0.6580941677093506,0.009827284142374992,0.5015959143638611,0.5760465264320374,0.008024413138628006,0.5271538496017456,0.5347772836685181,0.001750710653141141,0.5550969839096069,0.5198957324028015,-0.003784599481150508,0.49118927121162415,0.5253076553344727,-8.798352610028815e-06,0.49648812413215637,0.4357173442840576,-0.007124076597392559,0.49876174330711365,0.38292574882507324,-0.011231821961700916,0.5004922747612,0.3392958343029022,-0.01369557622820139,0.5124697089195251,0.533698320388794,-0.012268390506505966,0.5387411713600159,0.4394192397594452,-0.01712898723781109,0.5571954250335693,0.3890291452407837,-0.019429370760917664,0.5719308257102966,0.3502696752548218,-0.021685507148504257,0.5355997085571289,0.5558947920799255,-0.023507308214902878,0.5761893391609192,0.5102993249893188,-0.027300680056214333,0.5718397498130798,0.5383849143981934,-0.02270432747900486,0.5604772567749023,0.5643421411514282,-0.018606971949338913,0.5577797889709473,0.5860444903373718,-0.03485182300209999,0.5864349603652954,0.5557682514190674,-0.030759604647755623,0.5799269676208496,0.5771749019622803,-0.021242117509245872,0.5688058137893677,0.5968338847160339,-0.01445754524320364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551132082939148,0.5894531607627869,0.0261828750371933,0.5159865617752075,0.5461455583572388,-0.03100992552936077
2,2,1,0.5097664594650269,0.7554090619087219,1.784794960713043e-07,0.49292388558387756,0.6592573523521423,0.0103004090487957,0.4975491166114807,0.5763425827026367,0.0088896993547678,0.521253228187561,0.5348793864250183,0.0025715837255120277,0.5489378571510315,0.51918625831604,-0.0029469032306224108,0.48907846212387085,0.5219877362251282,0.0026797838509082794,0.4938887655735016,0.43414992094039917,-0.0048835198394954205,0.49579760432243347,0.3821371793746948,-0.009791324846446514,0.4974064826965332,0.33933770656585693,-0.012843041680753231,0.5093852877616882,0.5315230488777161,-0.010070235468447208,0.5351388454437256,0.4383864998817444,-0.015698954463005066,0.5534464716911316,0.38786301016807556,-0.0188121497631073,0.5683802962303162,0.3482862412929535,-0.021823950111865997,0.5317906141281128,0.5545305013656616,-0.02205224521458149,0.5739654898643494,0.5062554478645325,-0.026716649532318115,0.5696085691452026,0.5354346036911011,-0.022198807448148727,0.5578162670135498,0.5625987648963928,-0.01814592443406582,0.5536472797393799,0.5855658054351807,-0.03415001556277275,0.5832995176315308,0.5519372224807739,-0.03057229332625866,0.5766360759735107,0.573477029800415,-0.02101917378604412,0.5647455453872681,0.5939315557479858,-0.014246482402086258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549106240272522,0.5912912487983704,-0.04969843849539757,0.513346254825592,0.5351458787918091,-0.04896146059036255
3,2,1,0.5073862671852112,0.7534076571464539,1.748367424170283e-07,0.4909589886665344,0.6600966453552246,0.010824068449437618,0.4948272109031677,0.5763978362083435,0.009667390957474709,0.5175548791885376,0.5318164825439453,0.003569202031940222,0.5446043014526367,0.5126656889915466,-0.001741295214742422,0.48665109276771545,0.523421049118042,0.002727918094024062,0.4910821318626404,0.43595561385154724,-0.004362042061984539,0.4922861158847809,0.38450998067855835,-0.00856686569750309,0.4931439757347107,0.3421042561531067,-0.010999186895787716,0.5060773491859436,0.5311941504478455,-0.010322273708879948,0.5325528979301453,0.43632248044013977,-0.015445331111550331,0.5502822995185852,0.38614216446876526,-0.017780084162950516,0.564616858959198,0.34692004323005676,-0.0199099313467741,0.5284279584884644,0.5533424615859985,-0.02248246781527996,0.5708961486816406,0.5064719915390015,-0.026692427694797516,0.5666198134422302,0.5373358726501465,-0.02162684127688408,0.5554476976394653,0.5641105771064758,-0.01712559163570404,0.5509406924247742,0.5844845771789551,-0.034695517271757126,0.5812375545501709,0.551986575126648,-0.03052389807999134,0.574510931968689,0.5759264826774597,-0.02026568353176117,0.563368558883667,0.5965026021003723,-0.01294424943625927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5504070520401001,0.5820210576057434,0.03894132375717163,0.5058915615081787,0.5388349890708923,0.018582850694656372
4,2,1,0.507301390171051,0.7535272836685181,1.7715376543492312e-07,0.4909999966621399,0.6601154208183289,0.010677020065486431,0.49505358934402466,0.5763633251190186,0.009491829201579094,0.518090546131134,0.5320249199867249,0.0033843526616692543,0.5453668832778931,0.5132811665534973,-0.0019023886416107416,0.48664402961730957,0.5234616994857788,0.0028648884035646915,0.4911976158618927,0.43568217754364014,-0.004135300405323505,0.49240413308143616,0.3842797875404358,-0.008279076777398586,0.49326395988464355,0.3418768346309662,-0.010689869523048401,0.506127655506134,0.5312150716781616,-0.010091555304825306,0.5325725674629211,0.43638771772384644,-0.015179377049207687,0.5503019690513611,0.38612300157546997,-0.017556799575686455,0.5646385550498962,0.3466922640800476,-0.01973203383386135,0.5284862518310547,0.5532909631729126,-0.02219233103096485,0.5710203647613525,0.5066523551940918,-0.026410290971398354,0.566656231880188,0.5376356840133667,-0.021494517102837563,0.5553517937660217,0.5644519329071045,-0.017091941088438034,0.5509545803070068,0.5842527747154236,-0.03436293452978134,0.5812098979949951,0.5523629784584045,-0.030246350914239883,0.5744441151618958,0.5761752724647522,-0.020183928310871124,0.5632185339927673,0.5966067910194397,-0.013010675087571144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5506669282913208,0.5856503248214722,0.029047196730971336,0.5058403015136719,0.5378364324569702,0.00666940538212657
5,2,1,0.5042251348495483,0.7528448700904846,1.9502337522681046e-07,0.48843738436698914,0.6570440530776978,0.00953590590506792,0.49425432085990906,0.5756096839904785,0.00777055136859417,0.5203925371170044,0.5349558591842651,0.0012054065009579062,0.5490056276321411,0.5219303369522095,-0.00455993227660656,0.482064425945282,0.5261494517326355,0.0025017387233674526,0.48494791984558105,0.4379778504371643,-0.004659449215978384,0.4854884147644043,0.3859022855758667,-0.008949018083512783,0.48582616448402405,0.3425341546535492,-0.011420423164963722,0.5027240514755249,0.5329698324203491,-0.009976011700928211,0.5271232724189758,0.4395044445991516,-0.015240108594298363,0.5432043671607971,0.38761788606643677,-0.017745427787303925,0.5560101270675659,0.3459256887435913,-0.019913610070943832,0.5251609683036804,0.5531164407730103,-0.021824665367603302,0.5660907030105591,0.5079361796379089,-0.02679535746574402,0.5619924068450928,0.5371520519256592,-0.02317061647772789,0.5506367683410645,0.5630431771278381,-0.019274797290563583,0.5470137596130371,0.5815759301185608,-0.03378228843212128,0.5764600038528442,0.5510086417198181,-0.03014613687992096,0.569521427154541,0.5734777450561523,-0.020911170169711113,0.5576168894767761,0.5934981107711792,-0.014272564090788364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5496348738670349,0.6108825206756592,0.03797672688961029,0.5027644038200378,0.5567340850830078,0.00567561574280262
6,2,1,0.4994015097618103,0.7489174008369446,1.945590923924101e-07,0.4836406409740448,0.6550158262252808,0.00888876523822546,0.4883602559566498,0.5729241371154785,0.006728082895278931,0.5116131901741028,0.5318014025688171,0.0001224501756951213,0.5376402139663696,0.5149825811386108,-0.005812724120914936,0.4783666133880615,0.5238453149795532,-0.0006596465245820582,0.48210853338241577,0.43810731172561646,-0.008930749259889126,0.4824649691581726,0.3863486051559448,-0.013873875141143799,0.4824451208114624,0.3428274393081665,-0.016916099935770035,0.49873656034469604,0.5326487421989441,-0.013203325681388378,0.523691713809967,0.43948349356651306,-0.019579609856009483,0.5398359298706055,0.38726314902305603,-0.02267804741859436,0.5528185963630676,0.344876766204834,-0.0253806971013546,0.5211040377616882,0.5550987720489502,-0.02492157183587551,0.5628769993782043,0.5078996419906616,-0.03051227144896984,0.5580382347106934,0.5380344986915588,-0.02588791586458683,0.5463479161262512,0.5642001032829285,-0.021432919427752495,0.542934238910675,0.5856451988220215,-0.0368044488132,0.5718285441398621,0.5534901022911072,-0.03415359929203987,0.5647767782211304,0.5764886736869812,-0.024645237252116203,0.5533178448677063,0.5958541631698608,-0.017742671072483063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5419223308563232,0.6100060939788818,0.07104620337486267,0.5007818341255188,0.5532443523406982,-0.014981324784457684
7,2,1,0.49666672945022583,0.7534886598587036,1.9664254580220586e-07,0.48102349042892456,0.6591852307319641,0.010827266611158848,0.486622154712677,0.5770437121391296,0.009032336995005608,0.5124942064285278,0.5358944535255432,0.0021557798609137535,0.5406383872032166,0.5193604826927185,-0.004128570202738047,0.47443342208862305,0.5284678339958191,0.0019370216177776456,0.47705885767936707,0.4407951235771179,-0.005353631917387247,0.47655409574508667,0.38920512795448303,-0.009541388601064682,0.47580641508102417,0.34554892778396606,-0.012057926505804062,0.49401819705963135,0.5353114008903503,-0.011942765675485134,0.5183417797088623,0.44087088108062744,-0.01765500009059906,0.5330673456192017,0.3895869255065918,-0.020169811323285103,0.5444409847259521,0.3480720520019531,-0.02232634462416172,0.5162839889526367,0.5563101172447205,-0.0249581728130579,0.5585861802101135,0.5099326372146606,-0.029959389939904213,0.5546128153800964,0.5416036248207092,-0.025431226938962936,0.5433853268623352,0.5674668550491333,-0.02115665376186371,0.5388118624687195,0.5860925912857056,-0.0380055233836174,0.5690305233001709,0.5533804297447205,-0.03436620533466339,0.5619134902954102,0.5787105560302734,-0.024349430575966835,0.5501273274421692,0.599062442779541,-0.017301063984632492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5334574580192566,0.5997296571731567,0.06797794997692108,0.4978235363960266,0.5462625026702881,-0.02525658719241619
8,2,1,0.495431512594223,0.7551030516624451,1.9124847483453777e-07,0.47907698154449463,0.661083996295929,0.010370603762567043,0.4837099015712738,0.5780646800994873,0.008819028735160828,0.5085131525993347,0.5354130864143372,0.0023268654476851225,0.5362758636474609,0.5181086659431458,-0.0034516234882175922,0.47277700901031494,0.5297890305519104,0.0024377689696848392,0.47517961263656616,0.4422692060470581,-0.00450477609410882,0.4748345613479614,0.39085084199905396,-0.008473724126815796,0.4740826487541199,0.34763872623443604,-0.010801243595778942,0.4923936128616333,0.5367600917816162,-0.010853733867406845,0.516482949256897,0.4430161416530609,-0.01615927368402481,0.5313541889190674,0.3916010856628418,-0.018574057146906853,0.5427066087722778,0.3499482274055481,-0.0206952765583992,0.5145775675773621,0.5574696063995361,-0.023391062393784523,0.5563957691192627,0.5121011137962341,-0.028207290917634964,0.552749752998352,0.5426547527313232,-0.02421571873128414,0.541658341884613,0.568153977394104,-0.02030525915324688,0.5368242859840393,0.5868755578994751,-0.035979483276605606,0.5672176480293274,0.55511474609375,-0.03227529302239418,0.5600972175598145,0.5795051455497742,-0.02281847409904003,0.5481781959533691,0.5999558568000793,-0.016174884513020515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5270483493804932,0.5928105711936951,0.07129593938589096,0.49903732538223267,0.5439656376838684,-0.025191152468323708
9,2,1,0.49528688192367554,0.7546141147613525,1.911534326382025e-07,0.47907504439353943,0.6605215072631836,0.010534379631280899,0.4838806688785553,0.5780529379844666,0.009073536843061447,0.5090053677558899,0.5359787344932556,0.0026635248214006424,0.5370790958404541,0.5194616317749023,-0.0030530178919434547,0.4727168381214142,0.5295830965042114,0.0025529053527861834,0.47526001930236816,0.4414777457714081,-0.004160756710916758,0.47495025396347046,0.39008626341819763,-0.007887144573032856,0.4742242097854614,0.3469938635826111,-0.010027964599430561,0.492532342672348,0.5364226698875427,-0.0107150599360466,0.5165860056877136,0.4426160156726837,-0.015789296478033066,0.5311887264251709,0.391229510307312,-0.018095940351486206,0.5422261357307434,0.34971317648887634,-0.020142443478107452,0.5148325562477112,0.5570790767669678,-0.023191800341010094,0.5563977360725403,0.5122060179710388,-0.02772834710776806,0.5528005957603455,0.5426275134086609,-0.023798931390047073,0.5417206883430481,0.5679896473884583,-0.019967366009950638,0.5371114015579224,0.5863416790962219,-0.03569609299302101,0.5670790672302246,0.5552131533622742,-0.031695879995822906,0.559989333152771,0.5795183181762695,-0.022204069420695305,0.5481598973274231,0.5998433828353882,-0.015573853626847267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5270795822143555,0.5929505825042725,0.08263422548770905,0.49900147318840027,0.5436773896217346,-0.017889810726046562
