Time,Digit,LanguageID,Point_1_X,Point_1_Y,Point_1_Z,Point_2_X,Point_2_Y,Point_2_Z,Point_3_X,Point_3_Y,Point_3_Z,Point_4_X,Point_4_Y,Point_4_Z,Point_5_X,Point_5_Y,Point_5_Z,Point_6_X,Point_6_Y,Point_6_Z,Point_7_X,Point_7_Y,Point_7_Z,Point_8_X,Point_8_Y,Point_8_Z,Point_9_X,Point_9_Y,Point_9_Z,Point_10_X,Point_10_Y,Point_10_Z,Point_11_X,Point_11_Y,Point_11_Z,Point_12_X,Point_12_Y,Point_12_Z,Point_13_X,Point_13_Y,Point_13_Z,Point_14_X,Point_14_Y,Point_14_Z,Point_15_X,Point_15_Y,Point_15_Z,Point_16_X,Point_16_Y,Point_16_Z,Point_17_X,Point_17_Y,Point_17_Z,Point_18_X,Point_18_Y,Point_18_Z,Point_19_X,Point_19_Y,Point_19_Z,Point_20_X,Point_20_Y,Point_20_Z,Point_21_X,Point_21_Y,Point_21_Z,Point_22_X,Point_22_Y,Point_22_Z,Point_23_X,Point_23_Y,Point_23_Z,Point_24_X,Point_24_Y,Point_24_Z,Point_25_X,Point_25_Y,Point_25_Z,Point_26_X,Point_26_Y,Point_26_Z,Point_27_X,Point_27_Y,Point_27_Z,Point_28_X,Point_28_Y,Point_28_Z,Point_29_X,Point_29_Y,Point_29_Z,Point_30_X,Point_30_Y,Point_30_Z,Point_31_X,Point_31_Y,Point_31_Z,Point_32_X,Point_32_Y,Point_32_Z,Point_33_X,Point_33_Y,Point_33_Z,Point_34_X,Point_34_Y,Point_34_Z,Point_35_X,Point_35_Y,Point_35_Z,Point_36_X,Point_36_Y,Point_36_Z,Point_37_X,Point_37_Y,Point_37_Z,Point_38_X,Point_38_Y,Point_38_Z,Point_39_X,Point_39_Y,Point_39_Z,Point_40_X,Point_40_Y,Point_40_Z,Point_41_X,Point_41_Y,Point_41_Z,Point_42_X,Point_42_Y,Point_42_Z,Point_43_X,Point_43_Y,Point_43_Z,Point_44_X,Point_44_Y,Point_44_Z,Point_45_X,Point_45_Y,Point_45_Z,Point_46_X,Point_46_Y,Point_46_Z,Point_47_X,Point_47_Y,Point_47_Z,Point_48_X,Point_48_Y,Point_48_Z,Point_49_X,Point_49_Y,Point_49_Z,Point_50_X,Point_50_Y,Point_50_Z,Point_51_X,Point_51_Y,Point_51_Z,Point_52_X,Point_52_Y,Point_52_Z,Point_53_X,Point_53_Y,Point_53_Z,Point_54_X,Point_54_Y,Point_54_Z,Point_55_X,Point_55_Y,Point_55_Z,Point_56_X,Point_56_Y,Point_56_Z,Point_57_X,Point_57_Y,Point_57_Z,Point_58_X,Point_58_Y,Point_58_Z,Point_59_X,Point_59_Y,Point_59_Z
0,9,1,0.5251122713088989,0.6944760680198669,8.803649365063393e-08,0.5470451712608337,0.6684833765029907,-0.02014479786157608,0.5621902942657471,0.6235820055007935,-0.03303145617246628,0.5588014721870422,0.5871937274932861,-0.0453258641064167,0.5423741936683655,0.5593691468238831,-0.056398797780275345,0.5489478707313538,0.5153627991676331,-0.018734583631157875,0.5521925091743469,0.4531921148300171,-0.04153808578848839,0.5468536615371704,0.45709213614463806,-0.059951573610305786,0.5382003784179688,0.479376882314682,-0.06951560080051422,0.5248420834541321,0.5055862665176392,-0.019188636913895607,0.5204766392707825,0.4248028099536896,-0.03307686746120453,0.5132472515106201,0.3744070827960968,-0.046009428799152374,0.5048901438713074,0.33332523703575134,-0.055130042135715485,0.5028045773506165,0.5167459845542908,-0.023026008158922195,0.4897184371948242,0.44283851981163025,-0.03513077646493912,0.47880247235298157,0.39901474118232727,-0.045573215931653976,0.46988993883132935,0.3600028455257416,-0.05268779397010803,0.48370489478111267,0.5471699237823486,-0.02889680303633213,0.46963557600975037,0.4957430064678192,-0.038390450179576874,0.45956748723983765,0.46368539333343506,-0.042438119649887085,0.4511949419975281,0.4330004155635834,-0.044974587857723236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,1,0.5262500047683716,0.6923562288284302,9.695828850908583e-08,0.5475871562957764,0.6674878597259521,-0.02192719839513302,0.5623428225517273,0.6224342584609985,-0.03556659445166588,0.559439480304718,0.5859702825546265,-0.04826638102531433,0.5429797172546387,0.558263897895813,-0.05967029556632042,0.5485590100288391,0.5145982503890991,-0.02061973698437214,0.5514153242111206,0.4531089663505554,-0.044208329170942307,0.5460232496261597,0.4613267481327057,-0.06330432742834091,0.537440299987793,0.48637136816978455,-0.0732913538813591,0.5246553421020508,0.5047672986984253,-0.020419519394636154,0.5205129981040955,0.4230915606021881,-0.034939054399728775,0.5133572816848755,0.3720202147960663,-0.048608601093292236,0.5050774812698364,0.3293781280517578,-0.05822151526808739,0.5029536485671997,0.5165166854858398,-0.023715032264590263,0.49006080627441406,0.441552072763443,-0.03663043677806854,0.47927406430244446,0.3967956304550171,-0.04808614403009415,0.47044771909713745,0.3567340672016144,-0.05575787276029587,0.4842938482761383,0.5475730895996094,-0.02911442331969738,0.4699706435203552,0.4955098032951355,-0.0392550528049469,0.45961794257164,0.4632954001426697,-0.043967604637145996,0.4509476125240326,0.4328594207763672,-0.046938780695199966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5171027779579163,0.6532987356185913,-0.16101621091365814,0.5340805649757385,0.6595403552055359,-0.11475156247615814
2,9,1,0.5253549218177795,0.6954774260520935,8.430606612819247e-08,0.5472657084465027,0.6694418787956238,-0.02214197628200054,0.5617267489433289,0.6226202249526978,-0.03559403866529465,0.5586567521095276,0.5839584469795227,-0.048241157084703445,0.5421875715255737,0.5543150901794434,-0.05943343788385391,0.5486093759536743,0.5142951607704163,-0.01959974691271782,0.550978422164917,0.45183414220809937,-0.042951278388500214,0.5449514389038086,0.46235164999961853,-0.06179641932249069,0.5361917018890381,0.48947879672050476,-0.07148060947656631,0.524704098701477,0.5052278637886047,-0.01915816031396389,0.5208152532577515,0.42309099435806274,-0.033077605068683624,0.5136501789093018,0.3716766834259033,-0.04627878963947296,0.5055501461029053,0.32787036895751953,-0.05567654222249985,0.5028926134109497,0.5167960524559021,-0.02238978073000908,0.4899243116378784,0.4422973096370697,-0.034642238169908524,0.4791392683982849,0.3981831669807434,-0.045474160462617874,0.47052305936813354,0.3580024540424347,-0.052867453545331955,0.483958899974823,0.547336220741272,-0.027862396091222763,0.46998831629753113,0.49552375078201294,-0.03728938475251198,0.46002426743507385,0.46351927518844604,-0.04153291508555412,0.45173197984695435,0.4327763319015503,-0.044333938509225845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5012620687484741,0.6543872356414795,-0.09906023740768433,0.5462775230407715,0.6507854461669922,-0.10707692056894302
3,9,1,0.5252642035484314,0.6940988898277283,9.104976328444536e-08,0.5476633906364441,0.6683622598648071,-0.022918831557035446,0.5622938871383667,0.6223411560058594,-0.036876507103443146,0.5579922199249268,0.5838465690612793,-0.04981490597128868,0.5418593287467957,0.5521124005317688,-0.061287663877010345,0.5488204956054688,0.5144534111022949,-0.02082991600036621,0.5513966083526611,0.4538975656032562,-0.04490918293595314,0.5454797148704529,0.4656617343425751,-0.06428034603595734,0.5365537405014038,0.4934466779232025,-0.07430891692638397,0.5247505903244019,0.5042780637741089,-0.020167797803878784,0.5210850238800049,0.42303451895713806,-0.03483247384428978,0.5138494372367859,0.37222185730934143,-0.04862255975604057,0.5054454207420349,0.32786762714385986,-0.058311522006988525,0.5029034614562988,0.5158799886703491,-0.02318100444972515,0.49003028869628906,0.44022348523139954,-0.03649081662297249,0.4791075885295868,0.39567461609840393,-0.04812067747116089,0.4699978530406952,0.3550662398338318,-0.05584651604294777,0.4839727282524109,0.5473740696907043,-0.02835175208747387,0.4699769914150238,0.49489110708236694,-0.038788001984357834,0.4599347412586212,0.46263372898101807,-0.04356132447719574,0.45138898491859436,0.4321430027484894,-0.04653254523873329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5278591513633728,0.6467298269271851,-0.16289570927619934,0.5305042862892151,0.6557852029800415,-0.1200299933552742
4,9,1,0.5260235071182251,0.6948156356811523,9.079045781845707e-08,0.54792720079422,0.668962836265564,-0.02230779454112053,0.5625959038734436,0.622813880443573,-0.03614143654704094,0.5581716895103455,0.5854006409645081,-0.04910022020339966,0.5417490005493164,0.5551683306694031,-0.06061119958758354,0.5488624572753906,0.5138218402862549,-0.020132437348365784,0.5510863065719604,0.4529137909412384,-0.044295165687799454,0.5453510880470276,0.46513181924819946,-0.06372471153736115,0.5366388559341431,0.4934388995170593,-0.07369975745677948,0.5248066186904907,0.5042076706886292,-0.019799182191491127,0.5209766626358032,0.4229421019554138,-0.03437479957938194,0.5138413906097412,0.37209945917129517,-0.04803729057312012,0.5056508183479309,0.3278690576553345,-0.05761327967047691,0.5029391646385193,0.5163158178329468,-0.023141006007790565,0.48997369408607483,0.4406052827835083,-0.03625812754034996,0.4790339469909668,0.3958597779273987,-0.047619059681892395,0.46997514367103577,0.35505926609039307,-0.05516001954674721,0.4838469922542572,0.548315167427063,-0.028623221442103386,0.46995770931243896,0.495553582906723,-0.0387214832007885,0.46001845598220825,0.46309003233909607,-0.04316204413771629,0.4516166150569916,0.43213680386543274,-0.04591396823525429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5299389958381653,0.6541007161140442,-0.1906544715166092,0.5296196341514587,0.6622530221939087,-0.15360452234745026
5,9,1,0.524989664554596,0.6956117153167725,6.922537920672767e-08,0.546950101852417,0.6690665483474731,-0.022104617208242416,0.5616784691810608,0.620654284954071,-0.03524898737668991,0.5571234226226807,0.5813457369804382,-0.04754503071308136,0.5392768383026123,0.5512577891349792,-0.05828845873475075,0.5474054217338562,0.5141125917434692,-0.019220396876335144,0.5496869087219238,0.45305919647216797,-0.043001409620046616,0.5430015325546265,0.47181177139282227,-0.06239156797528267,0.5334094762802124,0.5034711360931396,-0.07229293882846832,0.5238284468650818,0.5046101808547974,-0.018641186878085136,0.5209879279136658,0.4228958487510681,-0.032133542001247406,0.51420658826828,0.3720429539680481,-0.045282844454050064,0.5061883926391602,0.3261585831642151,-0.05471567437052727,0.5023907423019409,0.5160170793533325,-0.02182932011783123,0.489667683839798,0.44135311245918274,-0.033949803560972214,0.4791705012321472,0.3970838189125061,-0.04502216354012489,0.4704365134239197,0.35548990964889526,-0.05253947898745537,0.4835725426673889,0.5468156337738037,-0.027215560898184776,0.4699614942073822,0.49412423372268677,-0.03629067540168762,0.46018627285957336,0.46219033002853394,-0.040279321372509,0.4516546130180359,0.4315071403980255,-0.04293224215507507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5262431502342224,0.6542462110519409,-0.20786984264850616,0.5328420400619507,0.666123628616333,-0.15067555010318756
6,9,1,0.5243165493011475,0.6957838535308838,5.9495505411177874e-08,0.5462871193885803,0.6693378686904907,-0.022902466356754303,0.5601097941398621,0.6203752756118774,-0.036176130175590515,0.5553183555603027,0.5807805061340332,-0.048422832041978836,0.5374441742897034,0.5496323108673096,-0.058906927704811096,0.5474792122840881,0.5132639408111572,-0.019697656854987144,0.5483773350715637,0.4529731869697571,-0.04390444979071617,0.5415560603141785,0.4755776524543762,-0.06347501277923584,0.5325362682342529,0.5095710158348083,-0.07341530174016953,0.5232473015785217,0.5031497478485107,-0.01863780990242958,0.5197910070419312,0.4222315549850464,-0.03231974318623543,0.5128774642944336,0.3724832236766815,-0.045414701104164124,0.5049174427986145,0.32683229446411133,-0.05479083210229874,0.5014311075210571,0.5144969820976257,-0.021470079198479652,0.4887707233428955,0.43955036997795105,-0.033836979418992996,0.47844287753105164,0.3952588438987732,-0.04490284249186516,0.46991950273513794,0.3528587818145752,-0.05240464210510254,0.48259392380714417,0.5455529093742371,-0.026549221947789192,0.4690949320793152,0.4935505986213684,-0.03580600395798683,0.459432452917099,0.4622342586517334,-0.03986292704939842,0.45110607147216797,0.4320184588432312,-0.04251888394355774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5537384152412415,0.6432594656944275,-0.16469806432724,0.505332350730896,0.6651819944381714,-0.11979924887418747
7,9,1,0.5249459743499756,0.6956830024719238,2.4159527711731243e-08,0.5468363165855408,0.6684166193008423,-0.021292876452207565,0.5615618824958801,0.6179323196411133,-0.034305207431316376,0.5542828440666199,0.5799045562744141,-0.04656077176332474,0.5345523357391357,0.5516548752784729,-0.056992486119270325,0.5474441051483154,0.511946439743042,-0.018853165209293365,0.5465821623802185,0.4559764266014099,-0.0441596619784832,0.5403534173965454,0.48863327503204346,-0.06435034424066544,0.5327693223953247,0.5278167724609375,-0.07435093820095062,0.5230847597122192,0.5016939043998718,-0.018746182322502136,0.5191019773483276,0.4217180907726288,-0.032882336527109146,0.5121109485626221,0.3737897574901581,-0.04609042778611183,0.5041021108627319,0.3283895254135132,-0.05542100593447685,0.5011139512062073,0.5134273767471313,-0.022478420287370682,0.4881586730480194,0.4384840130805969,-0.03538897633552551,0.47801727056503296,0.3952125906944275,-0.04652947559952736,0.46942657232284546,0.3528764247894287,-0.053924378007650375,0.48230379819869995,0.545483410358429,-0.028189193457365036,0.46873629093170166,0.49310025572776794,-0.03741544485092163,0.45921313762664795,0.46204373240470886,-0.041078854352235794,0.45061981678009033,0.43168002367019653,-0.04339137300848961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,1,0.5243539810180664,0.6924875974655151,3.7303923505760395e-08,0.5469019412994385,0.6667175889015198,-0.021595291793346405,0.5629246830940247,0.6149328947067261,-0.034193187952041626,0.5513622760772705,0.5782648324966431,-0.04580268636345863,0.5294995307922363,0.5554246306419373,-0.055616360157728195,0.5466517806053162,0.5116351842880249,-0.018611658364534378,0.5454835891723633,0.46058928966522217,-0.043561484664678574,0.5397997498512268,0.4949018359184265,-0.06336498260498047,0.5327014923095703,0.5326228141784668,-0.07322139292955399,0.522305428981781,0.500632643699646,-0.01859310083091259,0.518511950969696,0.42177432775497437,-0.032762885093688965,0.5121925473213196,0.3743695914745331,-0.04584360867738724,0.5051994323730469,0.3288358449935913,-0.05497363954782486,0.500629186630249,0.5120196342468262,-0.02244231291115284,0.48797738552093506,0.43755003809928894,-0.03591747209429741,0.47817400097846985,0.39412885904312134,-0.047396428883075714,0.47000792622566223,0.3517582416534424,-0.054730866104364395,0.4817819595336914,0.5440890789031982,-0.028226405382156372,0.4681015610694885,0.4910030663013458,-0.03769790008664131,0.4589565396308899,0.46018439531326294,-0.041377630084753036,0.4503990411758423,0.430498868227005,-0.04359692707657814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5267950296401978,0.6627138257026672,-0.1940695196390152,0.5305817127227783,0.6713963150978088,-0.13783839344978333
9,9,1,0.5243687033653259,0.6920217871665955,3.727588904212098e-08,0.5468621253967285,0.6664659380912781,-0.02175125852227211,0.5628095269203186,0.614446759223938,-0.03430161997675896,0.5509669184684753,0.5778155326843262,-0.04578982666134834,0.5291916131973267,0.5550552010536194,-0.055476270616054535,0.5467777252197266,0.5115423202514648,-0.018737582489848137,0.545501708984375,0.46058300137519836,-0.04366520419716835,0.5395272374153137,0.4945897161960602,-0.06346684694290161,0.5320738554000854,0.5318928956985474,-0.07336349040269852,0.5224499702453613,0.5006003975868225,-0.018659299239516258,0.5187392830848694,0.4216742515563965,-0.03290975093841553,0.5123634934425354,0.3742474615573883,-0.04609650373458862,0.5052814483642578,0.3285723924636841,-0.05528539419174194,0.500813901424408,0.5120747089385986,-0.022447358816862106,0.4881308078765869,0.4376082420349121,-0.03605130314826965,0.47835683822631836,0.39404797554016113,-0.047703955322504044,0.4702191948890686,0.3514286279678345,-0.05513275787234306,0.48197969794273376,0.5442603230476379,-0.028167661279439926,0.46819791197776794,0.49120065569877625,-0.0377960242331028,0.45902401208877563,0.4603824019432068,-0.041610732674598694,0.4504435658454895,0.43054884672164917,-0.043911200016736984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5437726974487305,0.6643067002296448,-0.18392889201641083,0.5132270455360413,0.6761946082115173,-0.14328555762767792
