Time,Digit,LanguageID,Point_1_X,Point_1_Y,Point_1_Z,Point_2_X,Point_2_Y,Point_2_Z,Point_3_X,Point_3_Y,Point_3_Z,Point_4_X,Point_4_Y,Point_4_Z,Point_5_X,Point_5_Y,Point_5_Z,Point_6_X,Point_6_Y,Point_6_Z,Point_7_X,Point_7_Y,Point_7_Z,Point_8_X,Point_8_Y,Point_8_Z,Point_9_X,Point_9_Y,Point_9_Z,Point_10_X,Point_10_Y,Point_10_Z,Point_11_X,Point_11_Y,Point_11_Z,Point_12_X,Point_12_Y,Point_12_Z,Point_13_X,Point_13_Y,Point_13_Z,Point_14_X,Point_14_Y,Point_14_Z,Point_15_X,Point_15_Y,Point_15_Z,Point_16_X,Point_16_Y,Point_16_Z,Point_17_X,Point_17_Y,Point_17_Z,Point_18_X,Point_18_Y,Point_18_Z,Point_19_X,Point_19_Y,Point_19_Z,Point_20_X,Point_20_Y,Point_20_Z,Point_21_X,Point_21_Y,Point_21_Z,Point_22_X,Point_22_Y,Point_22_Z,Point_23_X,Point_23_Y,Point_23_Z,Point_24_X,Point_24_Y,Point_24_Z,Point_25_X,Point_25_Y,Point_25_Z,Point_26_X,Point_26_Y,Point_26_Z,Point_27_X,Point_27_Y,Point_27_Z,Point_28_X,Point_28_Y,Point_28_Z,Point_29_X,Point_29_Y,Point_29_Z,Point_30_X,Point_30_Y,Point_30_Z,Point_31_X,Point_31_Y,Point_31_Z,Point_32_X,Point_32_Y,Point_32_Z,Point_33_X,Point_33_Y,Point_33_Z,Point_34_X,Point_34_Y,Point_34_Z,Point_35_X,Point_35_Y,Point_35_Z,Point_36_X,Point_36_Y,Point_36_Z,Point_37_X,Point_37_Y,Point_37_Z,Point_38_X,Point_38_Y,Point_38_Z,Point_39_X,Point_39_Y,Point_39_Z,Point_40_X,Point_40_Y,Point_40_Z,Point_41_X,Point_41_Y,Point_41_Z,Point_42_X,Point_42_Y,Point_42_Z,Point_43_X,Point_43_Y,Point_43_Z,Point_44_X,Point_44_Y,Point_44_Z,Point_45_X,Point_45_Y,Point_45_Z,Point_46_X,Point_46_Y,Point_46_Z,Point_47_X,Point_47_Y,Point_47_Z,Point_48_X,Point_48_Y,Point_48_Z,Point_49_X,Point_49_Y,Point_49_Z,Point_50_X,Point_50_Y,Point_50_Z,Point_51_X,Point_51_Y,Point_51_Z,Point_52_X,Point_52_Y,Point_52_Z,Point_53_X,Point_53_Y,Point_53_Z,Point_54_X,Point_54_Y,Point_54_Z,Point_55_X,Point_55_Y,Point_55_Z,Point_56_X,Point_56_Y,Point_56_Z,Point_57_X,Point_57_Y,Point_57_Z,Point_58_X,Point_58_Y,Point_58_Z,Point_59_X,Point_59_Y,Point_59_Z
0,10,1,0.5162506103515625,0.7828878164291382,-7.634286589563999e-07,0.42711806297302246,0.7368943691253662,-0.029503902420401573,0.3431740999221802,0.6198868155479431,-0.04667885601520538,0.27544790506362915,0.5662820339202881,-0.06308893859386444,0.21901117265224457,0.5648863911628723,-0.07319997251033783,0.4092012643814087,0.4287598133087158,-0.01648816466331482,0.35387590527534485,0.43918660283088684,-0.052028167992830276,0.38365697860717773,0.5449749231338501,-0.07142862677574158,0.4059547483921051,0.5428571105003357,-0.08437784016132355,0.45992863178253174,0.4094913899898529,-0.0211076270788908,0.4063873291015625,0.4484108090400696,-0.05711357295513153,0.42787569761276245,0.565634548664093,-0.06081816926598549,0.44598865509033203,0.553209662437439,-0.05923493951559067,0.5120819211006165,0.428888738155365,-0.032344523817300797,0.4627591073513031,0.46026137471199036,-0.06875006854534149,0.4732174575328827,0.5757324695587158,-0.05001632869243622,0.4914120137691498,0.5681130886077881,-0.032315801829099655,0.5587794780731201,0.4653380811214447,-0.04714871942996979,0.5207304954528809,0.49189603328704834,-0.06509458273649216,0.5164598822593689,0.5726735591888428,-0.049681227654218674,0.5299694538116455,0.5722119808197021,-0.03587162867188454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,1,0.5239533185958862,0.7602707147598267,-7.010083891145769e-07,0.43844860792160034,0.718052327632904,-0.03021211177110672,0.35711032152175903,0.6004358530044556,-0.045574575662612915,0.29221758246421814,0.5395092964172363,-0.060277413576841354,0.23626646399497986,0.5262401103973389,-0.06823953241109848,0.4154917895793915,0.44103020429611206,-0.01675727218389511,0.3752005696296692,0.4137836694717407,-0.053395163267850876,0.40235522389411926,0.5237917304039001,-0.07015977054834366,0.4205097556114197,0.5228089690208435,-0.08062611520290375,0.46782782673835754,0.4270026385784149,-0.019878165796399117,0.4270350933074951,0.41647371649742126,-0.05982734635472298,0.4443696439266205,0.5439501404762268,-0.061914682388305664,0.4616966247558594,0.5318002104759216,-0.05736519768834114,0.5201732516288757,0.4394436776638031,-0.030112598091363907,0.48374301195144653,0.42638304829597473,-0.06890083104372025,0.48835405707359314,0.5465368628501892,-0.048516422510147095,0.5052138566970825,0.5397876501083374,-0.02834245376288891,0.5676351189613342,0.46258702874183655,-0.04372655227780342,0.5399331450462341,0.4551972448825836,-0.06160994619131088,0.5322700142860413,0.5365698933601379,-0.045283250510692596,0.5447283983230591,0.5371337532997131,-0.03058994561433792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46645575761795044,0.7878973484039307,-0.9778825640678406,0.5144648551940918,0.8233194351196289,-0.9687101244926453
2,10,1,0.5264748930931091,0.7554744482040405,-6.883830678816594e-07,0.4441972076892853,0.7063649892807007,-0.02861909382045269,0.36607667803764343,0.5821257829666138,-0.041983190923929214,0.3041420876979828,0.5184321999549866,-0.055441826581954956,0.24951913952827454,0.5044880509376526,-0.0623895488679409,0.4306364357471466,0.43185070157051086,-0.010593608021736145,0.39143791794776917,0.3980658948421478,-0.04819023981690407,0.41396579146385193,0.5062445998191833,-0.06612849980592728,0.43107640743255615,0.5098147392272949,-0.07636052370071411,0.4807661771774292,0.42513710260391235,-0.014387327246367931,0.4420671761035919,0.40148410201072693,-0.05607481300830841,0.4550488591194153,0.5291170477867126,-0.05974487215280533,0.47327297925949097,0.5201689004898071,-0.05473335087299347,0.5310049653053284,0.44114646315574646,-0.025698574259877205,0.49659720063209534,0.4132976233959198,-0.0657554641366005,0.49857112765312195,0.5313529968261719,-0.04679202660918236,0.5169200301170349,0.5272325277328491,-0.026063792407512665,0.5772613883018494,0.4669947922229767,-0.04028645530343056,0.5518187284469604,0.4461698830127716,-0.05833319574594498,0.541523814201355,0.5272490978240967,-0.042057473212480545,0.554082989692688,0.5318257808685303,-0.02654394321143627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,1,0.5310623645782471,0.7647597789764404,-7.013410368017503e-07,0.448324590921402,0.7120679616928101,-0.03202005848288536,0.3693388104438782,0.5788801908493042,-0.04669689014554024,0.3043379485607147,0.5110959410667419,-0.06089011952280998,0.247232124209404,0.49895092844963074,-0.06805525720119476,0.43909674882888794,0.41957902908325195,-0.010439547710120678,0.3993396759033203,0.39220696687698364,-0.0477052703499794,0.4204883277416229,0.5030267238616943,-0.06585489213466644,0.43838581442832947,0.503171443939209,-0.07696276158094406,0.4897981584072113,0.41435348987579346,-0.013173681683838367,0.4513143002986908,0.3973635137081146,-0.05535329505801201,0.46161529421806335,0.5272455811500549,-0.05953359231352806,0.47943055629730225,0.5143131017684937,-0.055187806487083435,0.5400856137275696,0.4354003965854645,-0.023850003257393837,0.5071977972984314,0.41538482904434204,-0.0641842782497406,0.505664050579071,0.5336999297142029,-0.04537926986813545,0.5228329300880432,0.523808479309082,-0.0251923818141222,0.5855873823165894,0.46576499938964844,-0.03818618133664131,0.5615848898887634,0.4507572650909424,-0.05546083301305771,0.5493043661117554,0.5315750241279602,-0.03913978487253189,0.5614237189292908,0.5311630964279175,-0.024173153564333916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,1,0.5336586236953735,0.7687094807624817,-7.044782819320972e-07,0.4500063359737396,0.7063093185424805,-0.029347650706768036,0.37242424488067627,0.5707939863204956,-0.04274431988596916,0.309599906206131,0.5015736818313599,-0.056039728224277496,0.2549303472042084,0.4802302122116089,-0.06257526576519012,0.4497349262237549,0.4185032844543457,-0.008892773650586605,0.4058257043361664,0.39732131361961365,-0.04458291456103325,0.42603206634521484,0.5043761730194092,-0.06251049786806107,0.44529324769973755,0.5035932064056396,-0.07402639836072922,0.49990054965019226,0.4138571619987488,-0.012408548034727573,0.45739230513572693,0.40394875407218933,-0.05289548635482788,0.4662344753742218,0.5306660532951355,-0.05725342780351639,0.4863283038139343,0.5185190439224243,-0.053978532552719116,0.5494245886802673,0.4381478428840637,-0.02336740493774414,0.5134052634239197,0.4220336675643921,-0.06240156665444374,0.5103338360786438,0.5376385450363159,-0.04381338506937027,0.5296410322189331,0.5294995307922363,-0.024453409016132355,0.5934365391731262,0.47321516275405884,-0.037759292870759964,0.5679528117179871,0.4608851373195648,-0.05509605258703232,0.5532189607620239,0.5404691100120544,-0.03948724642395973,0.5659439563751221,0.5414700508117676,-0.025324605405330658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,1,0.5395650863647461,0.7741199135780334,-7.305537224056025e-07,0.45261865854263306,0.7092880606651306,-0.03108610399067402,0.3746747076511383,0.5636308789253235,-0.044063013046979904,0.3122173845767975,0.48823782801628113,-0.05635153874754906,0.25778916478157043,0.46271300315856934,-0.061516955494880676,0.4602639973163605,0.41450223326683044,-0.011165425181388855,0.41227254271507263,0.3981179893016815,-0.04564579203724861,0.4320378303527832,0.5089439749717712,-0.06173199787735939,0.4533473551273346,0.5037643909454346,-0.07262112200260162,0.5113197565078735,0.4103386700153351,-0.014029713347554207,0.46456819772720337,0.40867581963539124,-0.054063066840171814,0.4721565842628479,0.536826491355896,-0.05695759877562523,0.4940755367279053,0.5229969620704651,-0.053029369562864304,0.5603938102722168,0.4387599527835846,-0.024396415799856186,0.5204198956489563,0.43168574571609497,-0.0644330233335495,0.5157355666160583,0.5494106411933899,-0.04531159624457359,0.536634624004364,0.5399423241615295,-0.025632493197917938,0.6030408143997192,0.47800663113594055,-0.03829224407672882,0.5749303698539734,0.47177329659461975,-0.05731097236275673,0.5590918660163879,0.5528477430343628,-0.04246534779667854,0.5731664896011353,0.5539957284927368,-0.02882835827767849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,1,0.5406107902526855,0.7828930020332336,-8.764499739299936e-07,0.4520997405052185,0.7122641801834106,-0.03553955629467964,0.38359418511390686,0.5644981861114502,-0.051581040024757385,0.32636016607284546,0.47957420349121094,-0.06637295335531235,0.2712433338165283,0.44107159972190857,-0.07422348111867905,0.47395965456962585,0.38835808634757996,-0.01258260291069746,0.4146474301815033,0.40485262870788574,-0.05161777883768082,0.43248119950294495,0.5212200284004211,-0.07340922951698303,0.45562544465065,0.5287847518920898,-0.08715927600860596,0.5269203782081604,0.38436490297317505,-0.014643902890384197,0.4651278853416443,0.42868536710739136,-0.0549805574119091,0.4724659323692322,0.5567625164985657,-0.06141619011759758,0.494951456785202,0.5489275455474854,-0.06058715283870697,0.5760191082954407,0.42284032702445984,-0.02485818974673748,0.5215110778808594,0.45984822511672974,-0.0682249441742897,0.5164896249771118,0.5802286267280579,-0.051722556352615356,0.5373010039329529,0.5761279463768005,-0.03308446332812309,0.6160265803337097,0.4777379035949707,-0.03918056935071945,0.5783669352531433,0.5080000162124634,-0.06361184269189835,0.5643148422241211,0.5853217840194702,-0.05156593769788742,0.57927405834198,0.585851788520813,-0.03833162784576416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46936550736427307,0.8576462864875793,-1.014427661895752,0.5028010606765747,0.9071905612945557,-1.0221095085144043
7,10,1,0.540702760219574,0.77958744764328,-9.587703289071214e-07,0.4547046720981598,0.7102493047714233,-0.03631558641791344,0.39027437567710876,0.5656821131706238,-0.05578399822115898,0.33485695719718933,0.4775172173976898,-0.07349833846092224,0.27812713384628296,0.43323585391044617,-0.08485323935747147,0.4796715974807739,0.37477418780326843,-0.02086026966571808,0.4186134338378906,0.4126250445842743,-0.0623374879360199,0.4329985976219177,0.5285207033157349,-0.08783480525016785,0.45767179131507874,0.545880913734436,-0.10383608937263489,0.5332116484642029,0.3749009370803833,-0.024037521332502365,0.46784454584121704,0.4469693899154663,-0.06365806609392166,0.4745078384876251,0.5703967213630676,-0.07157082110643387,0.4985337555408478,0.5688202381134033,-0.07262718677520752,0.5821409225463867,0.4222789704799652,-0.03467683121562004,0.5248472094535828,0.49245133996009827,-0.07654763013124466,0.5197594165802002,0.603996753692627,-0.06154720112681389,0.5418703556060791,0.5961593985557556,-0.044985972344875336,0.6227630376815796,0.48594170808792114,-0.04970986396074295,0.5814357399940491,0.5361785292625427,-0.07301219552755356,0.5678269863128662,0.6134721040725708,-0.06002755090594292,0.5833109021186829,0.6163556575775146,-0.04632946103811264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,1,0.537943959236145,0.7676677703857422,-1.1100360097771045e-06,0.4555851221084595,0.6942070722579956,-0.03573654219508171,0.3927205204963684,0.5548892021179199,-0.056679852306842804,0.34218576550483704,0.4628381133079529,-0.07571229338645935,0.28574734926223755,0.407772034406662,-0.08942857384681702,0.48317012190818787,0.36236900091171265,-0.028783822432160378,0.42538926005363464,0.43133682012557983,-0.06903394311666489,0.43190109729766846,0.5463306903839111,-0.09282028675079346,0.4519452452659607,0.5733561515808105,-0.10708878934383392,0.5393257737159729,0.37193354964256287,-0.033286210149526596,0.47229981422424316,0.47436487674713135,-0.06944704055786133,0.47273704409599304,0.5906919240951538,-0.07765205204486847,0.49136847257614136,0.6026322841644287,-0.08014895021915436,0.5889546275138855,0.4272814095020294,-0.04413163661956787,0.5237484574317932,0.525624692440033,-0.08369363099336624,0.5177792906761169,0.6265449523925781,-0.0728783905506134,0.5347999930381775,0.6309590935707092,-0.06046789139509201,0.6298006176948547,0.5004560947418213,-0.05930157005786896,0.5808582901954651,0.5648616552352905,-0.08369840681552887,0.5668896436691284,0.6403401494026184,-0.07294987142086029,0.5777331590652466,0.6546275615692139,-0.06067531183362007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5144070386886597,0.7919363975524902,-0.49320799112319946,0.4227316379547119,0.7661789059638977,-0.8148990869522095
9,10,1,0.5775247812271118,0.7696887254714966,-1.0966091394948307e-06,0.4731483459472656,0.6781235933303833,-0.03656764328479767,0.4118344783782959,0.537517249584198,-0.06063321605324745,0.3678395748138428,0.4360508620738983,-0.08177147805690765,0.3183187246322632,0.35815972089767456,-0.09710696339607239,0.4993732273578644,0.3438316285610199,-0.03857084736227989,0.4214538037776947,0.4526726007461548,-0.07855373620986938,0.4285508990287781,0.5606786012649536,-0.10493510216474533,0.4536169469356537,0.5759760141372681,-0.12325024604797363,0.5579043626785278,0.371879518032074,-0.04353923723101616,0.4635218679904938,0.5154814124107361,-0.07896355539560318,0.4671507775783539,0.6195368766784668,-0.08832160383462906,0.49284628033638,0.6207500696182251,-0.0947248786687851,0.6036074161529541,0.44334176182746887,-0.053949080407619476,0.5118105411529541,0.5731895565986633,-0.09095725417137146,0.5117983222007751,0.662803590297699,-0.08137858659029007,0.5357334613800049,0.6562774777412415,-0.07297512888908386,0.6364219188690186,0.5296462774276733,-0.0690753310918808,0.5630955100059509,0.6344103217124939,-0.09366779774427414,0.55649334192276,0.6952193975448608,-0.08672012388706207,0.5764520168304443,0.6906462907791138,-0.07883775234222412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
