Time,Digit,LanguageID,Point_1_X,Point_1_Y,Point_1_Z,Point_2_X,Point_2_Y,Point_2_Z,Point_3_X,Point_3_Y,Point_3_Z,Point_4_X,Point_4_Y,Point_4_Z,Point_5_X,Point_5_Y,Point_5_Z,Point_6_X,Point_6_Y,Point_6_Z,Point_7_X,Point_7_Y,Point_7_Z,Point_8_X,Point_8_Y,Point_8_Z,Point_9_X,Point_9_Y,Point_9_Z,Point_10_X,Point_10_Y,Point_10_Z,Point_11_X,Point_11_Y,Point_11_Z,Point_12_X,Point_12_Y,Point_12_Z,Point_13_X,Point_13_Y,Point_13_Z,Point_14_X,Point_14_Y,Point_14_Z,Point_15_X,Point_15_Y,Point_15_Z,Point_16_X,Point_16_Y,Point_16_Z,Point_17_X,Point_17_Y,Point_17_Z,Point_18_X,Point_18_Y,Point_18_Z,Point_19_X,Point_19_Y,Point_19_Z,Point_20_X,Point_20_Y,Point_20_Z,Point_21_X,Point_21_Y,Point_21_Z,Point_22_X,Point_22_Y,Point_22_Z,Point_23_X,Point_23_Y,Point_23_Z,Point_24_X,Point_24_Y,Point_24_Z,Point_25_X,Point_25_Y,Point_25_Z,Point_26_X,Point_26_Y,Point_26_Z,Point_27_X,Point_27_Y,Point_27_Z,Point_28_X,Point_28_Y,Point_28_Z,Point_29_X,Point_29_Y,Point_29_Z,Point_30_X,Point_30_Y,Point_30_Z,Point_31_X,Point_31_Y,Point_31_Z,Point_32_X,Point_32_Y,Point_32_Z,Point_33_X,Point_33_Y,Point_33_Z,Point_34_X,Point_34_Y,Point_34_Z,Point_35_X,Point_35_Y,Point_35_Z,Point_36_X,Point_36_Y,Point_36_Z,Point_37_X,Point_37_Y,Point_37_Z,Point_38_X,Point_38_Y,Point_38_Z,Point_39_X,Point_39_Y,Point_39_Z,Point_40_X,Point_40_Y,Point_40_Z,Point_41_X,Point_41_Y,Point_41_Z,Point_42_X,Point_42_Y,Point_42_Z,Point_43_X,Point_43_Y,Point_43_Z,Point_44_X,Point_44_Y,Point_44_Z,Point_45_X,Point_45_Y,Point_45_Z,Point_46_X,Point_46_Y,Point_46_Z,Point_47_X,Point_47_Y,Point_47_Z,Point_48_X,Point_48_Y,Point_48_Z,Point_49_X,Point_49_Y,Point_49_Z,Point_50_X,Point_50_Y,Point_50_Z,Point_51_X,Point_51_Y,Point_51_Z,Point_52_X,Point_52_Y,Point_52_Z,Point_53_X,Point_53_Y,Point_53_Z,Point_54_X,Point_54_Y,Point_54_Z,Point_55_X,Point_55_Y,Point_55_Z,Point_56_X,Point_56_Y,Point_56_Z,Point_57_X,Point_57_Y,Point_57_Z,Point_58_X,Point_58_Y,Point_58_Z,Point_59_X,Point_59_Y,Point_59_Z
0,1,1,0.3604430556297302,0.7170232534408569,-4.263067054921521e-08,0.34675851464271545,0.6617424488067627,-0.00038216792745515704,0.35461074113845825,0.5987250208854675,-0.007244560867547989,0.3759314715862274,0.5579893589019775,-0.01454769168049097,0.3960837125778198,0.5416775345802307,-0.021686574444174767,0.3436458110809326,0.5725824236869812,-0.020165929570794106,0.3544706106185913,0.4959016740322113,-0.0317879356443882,0.35888826847076416,0.4467586278915405,-0.038105983287096024,0.36112862825393677,0.40819084644317627,-0.04272006079554558,0.3619236946105957,0.5875340104103088,-0.027043264359235764,0.3923755884170532,0.5404748916625977,-0.040441323071718216,0.3912174701690674,0.5694263577461243,-0.03983759880065918,0.3820638954639435,0.5923057198524475,-0.03761279582977295,0.38335976004600525,0.6084091663360596,-0.032960839569568634,0.4080492854118347,0.5660707354545593,-0.04102584719657898,0.4039570391178131,0.5923206210136414,-0.030163714662194252,0.39512574672698975,0.611507773399353,-0.021832967177033424,0.4044100046157837,0.631479024887085,-0.0392446406185627,0.42212656140327454,0.5850035548210144,-0.040367718786001205,0.4175221920013428,0.6073085069656372,-0.028857732191681862,0.4113839864730835,0.6265137791633606,-0.020238840952515602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5089613199234009,0.26273953914642334,-0.029461707919836044,0.4584128260612488,0.2093101292848587,0.006297226529568434,0.48555290699005127,0.20625361800193787,0.004493931774049997,0.470478892326355,0.20131134986877441,0.0002863825357053429,0.47213277220726013,0.21378712356090546,0.0009939831215888262,0.465575635433197,0.2034207284450531,0.0010502373334020376,0.4669703245162964,0.21371771395206451,0.001789449481293559,0.5187245607376099,0.20307306945323944,0.009480142965912819,0.5432325601577759,0.19966894388198853,0.017441604286432266,0.5368046760559082,0.19497621059417725,0.010504104197025299,0.5365427732467651,0.20632462203502655,0.011148191057145596,0.5399805903434753,0.19690442085266113,0.012637248262763023,0.5271353125572205,0.20714455842971802,0.008332242257893085,0.48332634568214417,0.31636136770248413,-0.005766822956502438,0.5259579420089722,0.31253594160079956,3.17421363433823e-05,0.641307532787323,0.47580522298812866,-0.23413753509521484,0.375699520111084,0.4991297423839569,-0.3528047204017639
1,1,1,0.36095720529556274,0.734602153301239,-3.67015395852377e-08,0.34601926803588867,0.6797093152999878,-0.0007651409832760692,0.3534954786300659,0.613649845123291,-0.006922492291778326,0.37511906027793884,0.5720656514167786,-0.01327552367001772,0.39538535475730896,0.5554386973381042,-0.01935643143951893,0.3433971405029297,0.5893872380256653,-0.019507186487317085,0.3542952835559845,0.5115177035331726,-0.031388863921165466,0.3594764769077301,0.4611530900001526,-0.037624914199113846,0.3623645305633545,0.42086899280548096,-0.04197892174124718,0.3621383011341095,0.6059402823448181,-0.02592582069337368,0.39396169781684875,0.5536031723022461,-0.04077030345797539,0.39091336727142334,0.5831883549690247,-0.040742866694927216,0.3798162043094635,0.6080284118652344,-0.03803952783346176,0.38386836647987366,0.627453625202179,-0.031399425119161606,0.40955063700675964,0.5801647901535034,-0.04097486287355423,0.4045117199420929,0.6075239181518555,-0.030720166862010956,0.3952358663082123,0.6283599734306335,-0.021864674985408783,0.40490737557411194,0.6497610807418823,-0.03711170703172684,0.4220632314682007,0.6005157232284546,-0.03878450021147728,0.4165826439857483,0.6235232353210449,-0.027532663196325302,0.4101438820362091,0.6434304118156433,-0.01875375024974346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508183479309082,0.2639312446117401,-0.02910928800702095,0.45770829916000366,0.21234306693077087,0.00701756589114666,0.48442110419273376,0.20856931805610657,0.004759795032441616,0.46983107924461365,0.20499765872955322,0.000794199644587934,0.4714653193950653,0.21620133519172668,0.001549667096696794,0.4649796485900879,0.2069818377494812,0.0016912482678890228,0.46627548336982727,0.21629852056503296,0.0024239870253950357,0.5178492069244385,0.20418594777584076,0.009022261947393417,0.542126476764679,0.20008298754692078,0.016544081270694733,0.5355345606803894,0.19637815654277802,0.00975542888045311,0.5354489088058472,0.206702321767807,0.010456692427396774,0.5387324690818787,0.19789063930511475,0.011803456582129002,0.526095986366272,0.20783694088459015,0.007807232905179262,0.4830077290534973,0.3178727924823761,-0.0051885913126170635,0.5261176824569702,0.31342530250549316,-3.151940836687572e-05,0.6478011012077332,0.4834394156932831,-0.10632903128862381,0.3723127245903015,0.5018929243087769,-0.2508193254470825
2,1,1,0.36230793595314026,0.7465487718582153,-2.229390538843745e-08,0.3468343913555145,0.6943291425704956,-0.0004953250754624605,0.354890376329422,0.6309152245521545,-0.006991381756961346,0.375203937292099,0.5883769392967224,-0.013712182641029358,0.3945651054382324,0.5680945515632629,-0.020279543474316597,0.3441389799118042,0.6056692004203796,-0.019729098305106163,0.3543531894683838,0.5271276235580444,-0.032432205975055695,0.35841211676597595,0.4765813946723938,-0.039548031985759735,0.36056339740753174,0.4362828731536865,-0.04431213065981865,0.3631337881088257,0.62076336145401,-0.02601526491343975,0.3913853168487549,0.5680835843086243,-0.039856426417827606,0.38967108726501465,0.5963062047958374,-0.03931233659386635,0.3806565999984741,0.6199817657470703,-0.03677118197083473,0.3852813243865967,0.6410365104675293,-0.03140918165445328,0.4076918363571167,0.5930114388465881,-0.03997579589486122,0.4034580886363983,0.6200820803642273,-0.02886730059981346,0.3953661322593689,0.640487015247345,-0.01985894702374935,0.40669137239456177,0.6627391576766968,-0.037102557718753815,0.4220370054244995,0.6131179332733154,-0.03804830461740494,0.4168749451637268,0.636229932308197,-0.02603084035217762,0.4111570119857788,0.6561288237571716,-0.016803348436951637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5095666646957397,0.2668309211730957,-0.02952916920185089,0.4574264883995056,0.21526391804218292,0.006921843625605106,0.4846436381340027,0.21149468421936035,0.004795887041836977,0.4697481095790863,0.20750918984413147,0.0007548956200480461,0.4714629352092743,0.21947667002677917,0.0014653352554887533,0.46481969952583313,0.20951201021671295,0.0016209374880418181,0.4661615192890167,0.21961967647075653,0.0023099426180124283,0.5182624459266663,0.20658078789710999,0.009365387260913849,0.5427313446998596,0.2016509622335434,0.017129603773355484,0.536060094833374,0.1977521926164627,0.010282526724040508,0.5361700654029846,0.20885340869426727,0.010919872671365738,0.539299726486206,0.19928866624832153,0.012355007231235504,0.5266955494880676,0.21026375889778137,0.008208983577787876,0.4825126528739929,0.3229629397392273,-0.005026408936828375,0.5278123617172241,0.31782206892967224,0.0007088897982612252,0.6288965940475464,0.48582205176353455,-0.19683752954006195,0.36661916971206665,0.5020184516906738,-0.3376598060131073
3,1,1,0.36228761076927185,0.7485078573226929,-4.074718162883073e-08,0.34696164727211,0.6949708461761475,0.0002378459757892415,0.35433974862098694,0.6313238739967346,-0.0057015749625861645,0.3741130828857422,0.5882495045661926,-0.011889328248798847,0.3934820294380188,0.5674001574516296,-0.01792045310139656,0.34459441900253296,0.6060550808906555,-0.01925593800842762,0.354448139667511,0.5278629064559937,-0.031473979353904724,0.35859769582748413,0.477059930562973,-0.038311295211315155,0.3607834577560425,0.43684980273246765,-0.0429469458758831,0.3637025058269501,0.6216280460357666,-0.02563619799911976,0.3921787142753601,0.568313479423523,-0.038697499781847,0.390889972448349,0.5963389873504639,-0.03789793327450752,0.38192692399024963,0.6205659508705139,-0.03535078093409538,0.38595354557037354,0.6423530578613281,-0.030999857932329178,0.408523827791214,0.5935885310173035,-0.03882934898138046,0.4045311212539673,0.6203081607818604,-0.0276291836053133,0.39648640155792236,0.6408766508102417,-0.01876249350607395,0.4074133336544037,0.6647480726242065,-0.036584656685590744,0.4225892126560211,0.6137678027153015,-0.03709905222058296,0.4175366461277008,0.6364461779594421,-0.025044098496437073,0.4121042788028717,0.6561865210533142,-0.015895698219537735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508824348449707,0.26663991808891296,-0.03003891371190548,0.45724382996559143,0.2138112485408783,0.007390893530100584,0.48450955748558044,0.21078717708587646,0.005237579345703125,0.46959877014160156,0.2062414586544037,0.0012169615365564823,0.471168577671051,0.2182716429233551,0.0018400707049295306,0.46463683247566223,0.20813964307308197,0.002078928519040346,0.4658867418766022,0.21823230385780334,0.0026803752407431602,0.518421471118927,0.207425057888031,0.009827252477407455,0.5431646704673767,0.20370176434516907,0.017635462805628777,0.5364625453948975,0.1993594467639923,0.010780425742268562,0.5364584922790527,0.2103242725133896,0.011358450166881084,0.539726972579956,0.20107683539390564,0.012869042344391346,0.5269177556037903,0.21137496829032898,0.008612674660980701,0.4823992848396301,0.32259273529052734,-0.005483740475028753,0.5278107523918152,0.31843096017837524,0.0002256471780128777,0.6368597149848938,0.4757692813873291,-0.12646029889583588,0.38135194778442383,0.4996735155582428,-0.24396640062332153
4,1,1,0.3643912076950073,0.7482209801673889,-3.644008117476005e-08,0.3486160635948181,0.6957603096961975,0.0007730874349363148,0.3558770418167114,0.6323826313018799,-0.004884202964603901,0.3749951720237732,0.5892139077186584,-0.010849345475435257,0.3938833475112915,0.5688129663467407,-0.01679016649723053,0.3469178378582001,0.6066014766693115,-0.018811790272593498,0.35722124576568604,0.5279099345207214,-0.03090786561369896,0.36185330152511597,0.47737622261047363,-0.03787809982895851,0.36469313502311707,0.43727168440818787,-0.04260620102286339,0.36640259623527527,0.6217154264450073,-0.025145020335912704,0.39480939507484436,0.5690403580665588,-0.037805769592523575,0.39308497309684753,0.5974889397621155,-0.03679423779249191,0.38375213742256165,0.6219348907470703,-0.03415064886212349,0.3886784017086029,0.6423216462135315,-0.0304072517901659,0.410625159740448,0.5946831703186035,-0.03776923194527626,0.40654581785202026,0.6213276982307434,-0.026455262675881386,0.3985450565814972,0.6419978141784668,-0.017634423449635506,0.4097687602043152,0.6643970608711243,-0.03583943098783493,0.4246460497379303,0.6150705218315125,-0.03604505583643913,0.419456422328949,0.6383664011955261,-0.02385598048567772,0.41389134526252747,0.6581392884254456,-0.014655422419309616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5098175406455994,0.265156626701355,-0.02972530946135521,0.45781272649765015,0.21262505650520325,0.006393869407474995,0.484945684671402,0.20931832492351532,0.0046458072029054165,0.47014594078063965,0.20557324588298798,0.00032276805723086,0.4718102514743805,0.21640586853027344,0.0010939670028164983,0.46521449089050293,0.20744064450263977,0.0011329733533784747,0.46655192971229553,0.21647405624389648,0.0018921084702014923,0.5184258818626404,0.20520691573619843,0.00982007384300232,0.5425217747688293,0.20131826400756836,0.017971448600292206,0.536189079284668,0.19755220413208008,0.01098614651709795,0.5360288023948669,0.20761160552501678,0.011666468344628811,0.539287805557251,0.19908656179904938,0.013130461797118187,0.5267221331596375,0.2087593376636505,0.008808628655970097,0.48284339904785156,0.3190484046936035,-0.005990884266793728,0.5260229706764221,0.3159129321575165,0.00031418452272191644,0.6265584826469421,0.48920464515686035,-0.11944190412759781,0.36834609508514404,0.5091433525085449,-0.31863945722579956
5,1,1,0.364282488822937,0.7475227117538452,-3.561169492627414e-08,0.349234402179718,0.6960248351097107,0.0004137260257266462,0.356056809425354,0.6321037411689758,-0.00496939942240715,0.37501728534698486,0.5886592864990234,-0.010845304466784,0.39371559023857117,0.5691232681274414,-0.01667221635580063,0.3476114869117737,0.6054455041885376,-0.01672561652958393,0.35816776752471924,0.5278835296630859,-0.02799813076853752,0.3634757101535797,0.4779389798641205,-0.03434902802109718,0.36688920855522156,0.4382731318473816,-0.0387578159570694,0.36727944016456604,0.6200608611106873,-0.023192601278424263,0.39540284872055054,0.5677802562713623,-0.03613847866654396,0.39425474405288696,0.5966071486473083,-0.03575770929455757,0.38526538014411926,0.6218264698982239,-0.03323022648692131,0.3895922899246216,0.6406390070915222,-0.028701122850179672,0.4109516739845276,0.5942418575286865,-0.03672132268548012,0.4074462652206421,0.6211774945259094,-0.026206260547041893,0.39979374408721924,0.6421627998352051,-0.017630185931921005,0.4106978476047516,0.662940263748169,-0.034418296068906784,0.42560452222824097,0.6147381067276001,-0.03555791452527046,0.4207681119441986,0.6388010382652283,-0.02405894175171852,0.4154113531112671,0.6591137647628784,-0.015116669237613678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5076183080673218,0.26526331901550293,-0.0301207285374403,0.45664337277412415,0.2134368121623993,0.007836723700165749,0.4837872385978699,0.20990653336048126,0.00520465150475502,0.4688117802143097,0.2059711217880249,0.0013282555155456066,0.47052010893821716,0.21744126081466675,0.0020942990668118,0.4638879597187042,0.20792922377586365,0.0023000098299235106,0.4652472138404846,0.2174917757511139,0.0030392243061214685,0.5177292823791504,0.20554475486278534,0.009023350663483143,0.5426115393638611,0.20121189951896667,0.0163573008030653,0.535919725894928,0.19732895493507385,0.00953664444386959,0.5357974767684937,0.20785607397556305,0.010267975740134716,0.5391634106636047,0.19886821508407593,0.011608356609940529,0.5261992812156677,0.20910850167274475,0.00768728693947196,0.48141151666641235,0.32100817561149597,-0.0046470980159938335,0.5266627073287964,0.31625601649284363,0.0002530544879846275,0.6213087439537048,0.4908771216869354,-0.1323334127664566,0.3692379891872406,0.5125853419303894,-0.32158520817756653
6,1,1,0.3647480010986328,0.7451943159103394,-2.8623388104165315e-08,0.34936079382896423,0.6946364045143127,7.836448639864102e-05,0.3561188280582428,0.6308848857879639,-0.005548960994929075,0.37470245361328125,0.5879964232444763,-0.011585856787860394,0.39367130398750305,0.5691357254981995,-0.01759467087686062,0.3478742241859436,0.6044052839279175,-0.017115352675318718,0.3582671582698822,0.5273818969726562,-0.02896898053586483,0.36347219347953796,0.477353572845459,-0.035961516201496124,0.36694738268852234,0.4376155734062195,-0.04081482067704201,0.36761459708213806,0.6192009449005127,-0.023373091593384743,0.39531558752059937,0.5677691698074341,-0.036592647433280945,0.3936651945114136,0.5962848663330078,-0.03638342767953873,0.38452351093292236,0.6209014654159546,-0.03400934860110283,0.389883428812027,0.6398001909255981,-0.02873113565146923,0.4109188914299011,0.5939126014709473,-0.03675765544176102,0.40711262822151184,0.620547890663147,-0.026063531637191772,0.3993944525718689,0.6412482261657715,-0.017390286549925804,0.4107270836830139,0.6621699929237366,-0.0343623086810112,0.42570120096206665,0.614246666431427,-0.035518184304237366,0.4205709397792816,0.6381108164787292,-0.023927489295601845,0.4151234030723572,0.6582473516464233,-0.014910883270204067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5091457366943359,0.2654697895050049,-0.030008506029844284,0.45676228404045105,0.21338319778442383,0.0068242778070271015,0.48407015204429626,0.20989859104156494,0.005254981108009815,0.46910959482192993,0.20529614388942719,0.0010261326096951962,0.4708215892314911,0.21735569834709167,0.0015669725835323334,0.4641554653644562,0.20735085010528564,0.0017378024058416486,0.4655461311340332,0.21742451190948486,0.0023132814094424248,0.5174497961997986,0.20615726709365845,0.010619363747537136,0.5419079661369324,0.20237696170806885,0.01880011521279812,0.5353912711143494,0.19782721996307373,0.011917507275938988,0.5353579521179199,0.2087843269109726,0.012429960072040558,0.538584291934967,0.19963935017585754,0.014042885974049568,0.5259157419204712,0.20987504720687866,0.009530467912554741,0.4817672669887543,0.32162347435951233,-0.006117073819041252,0.5276868939399719,0.3168065547943115,0.0005052605993114412,0.6195186972618103,0.48662668466567993,-0.20645995438098907,0.3677312731742859,0.5011577010154724,-0.367759644985199
7,1,1,0.3653300702571869,0.7439846992492676,-5.278575443412592e-08,0.3493989408016205,0.6920139789581299,0.001048025325872004,0.3558756113052368,0.6291512846946716,-0.004330021794885397,0.37474972009658813,0.585726261138916,-0.009918106719851494,0.3942447602748871,0.5672623515129089,-0.015524860471487045,0.34846869111061096,0.6026206016540527,-0.018484504893422127,0.35859066247940063,0.525266170501709,-0.030217396095395088,0.36355075240135193,0.4751656651496887,-0.03720341995358467,0.3666628897190094,0.43529507517814636,-0.042132679373025894,0.36825889348983765,0.6173624992370605,-0.024683713912963867,0.3953748643398285,0.5654889345169067,-0.0366688147187233,0.3938669264316559,0.5944135189056396,-0.03552037104964256,0.3848835825920105,0.6194155216217041,-0.03299567475914955,0.39055508375167847,0.6377835869789124,-0.029764197766780853,0.41123634576797485,0.5916808843612671,-0.03654954209923744,0.4071941375732422,0.6186046600341797,-0.025420373305678368,0.3993794918060303,0.6398293375968933,-0.016949979588389397,0.41156458854675293,0.6598667502403259,-0.03498639538884163,0.42590096592903137,0.6120729446411133,-0.035489220172166824,0.4203736484050751,0.6358847618103027,-0.023851267993450165,0.4148045480251312,0.655823826789856,-0.015057339332997799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5087303519248962,0.26763206720352173,-0.03074641153216362,0.4561932384967804,0.21465043723583221,0.0090735899284482,0.4836512506008148,0.21098056435585022,0.00711921276524663,0.4688510000705719,0.20697999000549316,0.003195833181962371,0.4706735610961914,0.21794500946998596,0.0035418656188994646,0.4638597071170807,0.20889267325401306,0.003971395548433065,0.46527040004730225,0.2181476354598999,0.004411028698086739,0.5180811285972595,0.20805838704109192,0.011664492078125477,0.542946994304657,0.20540785789489746,0.019196033477783203,0.5360756516456604,0.20097887516021729,0.012542260810732841,0.5359201431274414,0.2109266072511673,0.012909334152936935,0.5393913984298706,0.2028011679649353,0.014579671435058117,0.5263170599937439,0.2115877866744995,0.010237948969006538,0.48069310188293457,0.32586586475372314,-0.006312858778983355,0.5295249223709106,0.3212352693080902,-0.0006468062056228518,0.6137152910232544,0.4870954751968384,-0.26294955611228943,0.36588937044143677,0.4987470209598541,-0.4081108868122101
8,1,1,0.36482375860214233,0.7461926937103271,-7.259162515538264e-08,0.34919455647468567,0.6915994882583618,0.0001299176801694557,0.354393869638443,0.6271800398826599,-0.0056946296244859695,0.372989296913147,0.5840601325035095,-0.01163520384579897,0.39164629578590393,0.5669662952423096,-0.017555078491568565,0.3486282229423523,0.6011756658554077,-0.019628167152404785,0.35933247208595276,0.5230241417884827,-0.03112316131591797,0.3644348978996277,0.4730643630027771,-0.03771834075450897,0.367323100566864,0.43355125188827515,-0.042497120797634125,0.36861851811408997,0.6168777942657471,-0.02560371719300747,0.3953191339969635,0.5656120777130127,-0.03809931129217148,0.39272576570510864,0.5944610834121704,-0.03714599832892418,0.3830360174179077,0.6198288202285767,-0.034661665558815,0.3908746540546417,0.6379920244216919,-0.030518732964992523,0.4109647572040558,0.5911961793899536,-0.03784739971160889,0.40698811411857605,0.6174408793449402,-0.027375517413020134,0.3992141783237457,0.6392619013786316,-0.019238419830799103,0.4119800925254822,0.6603485345840454,-0.03561670333147049,0.4251098930835724,0.6109873056411743,-0.036769021302461624,0.41979163885116577,0.6337043642997742,-0.025845849886536598,0.41463831067085266,0.6541572213172913,-0.01750938780605793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5087104439735413,0.26810699701309204,-0.0306001715362072,0.45592808723449707,0.21474844217300415,0.00866612046957016,0.4834614396095276,0.2109401822090149,0.006585171911865473,0.4685298204421997,0.20691648125648499,0.0026665693148970604,0.4704362750053406,0.218237966299057,0.0031358785927295685,0.46353280544281006,0.20890659093856812,0.00348220719024539,0.46502938866615295,0.21847878396511078,0.004025415517389774,0.5177277326583862,0.20725655555725098,0.010910493321716785,0.5426881313323975,0.20365139842033386,0.018333083018660545,0.5358600616455078,0.1993028223514557,0.011655529960989952,0.5356911420822144,0.20984002947807312,0.01213587075471878,0.539166271686554,0.20108599960803986,0.013706081546843052,0.5260317325592041,0.2107621729373932,0.00950824934989214,0.48062533140182495,0.32731810212135315,-0.005658326204866171,0.5288877487182617,0.3225556015968323,-0.00023214949760586023,0.6325101256370544,0.480031281709671,-0.24429689347743988,0.37128129601478577,0.5035387277603149,-0.36191701889038086
9,1,1,0.36521604657173157,0.744179904460907,-7.028854298596343e-08,0.3491784334182739,0.6912705302238464,0.0005393860046751797,0.3537726402282715,0.6269317269325256,-0.004654877353459597,0.3718457818031311,0.5830342769622803,-0.0099449772387743,0.3900718688964844,0.5663024187088013,-0.015239669010043144,0.34854772686958313,0.6003478169441223,-0.018763240426778793,0.35908642411231995,0.5225547552108765,-0.030095359310507774,0.36420175433158875,0.4726942181587219,-0.03691721707582474,0.3673875033855438,0.4332016408443451,-0.04189640283584595,0.3687008023262024,0.6158156394958496,-0.02463061362504959,0.39481881260871887,0.5647238492965698,-0.03673091530799866,0.3919930160045624,0.5937682390213013,-0.035805594176054,0.38236138224601746,0.6194577813148499,-0.03342132642865181,0.39105039834976196,0.6368268132209778,-0.02940928190946579,0.41073358058929443,0.5902224779129028,-0.036605045199394226,0.4064628779888153,0.6168708205223083,-0.026266880333423615,0.39878714084625244,0.6390310525894165,-0.018243102356791496,0.41218477487564087,0.6590702533721924,-0.0343097522854805,0.4254017770290375,0.6104939579963684,-0.035548608750104904,0.4198395311832428,0.6336519718170166,-0.024722805246710777,0.4145802855491638,0.6541840434074402,-0.016412988305091858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5079238414764404,0.2692244052886963,-0.030664073303341866,0.4561190605163574,0.2144346833229065,0.008769284002482891,0.4833469092845917,0.21093657612800598,0.00648540398105979,0.4685937762260437,0.20701080560684204,0.0026710873935371637,0.4705258011817932,0.21776577830314636,0.0031947342213243246,0.4636336863040924,0.20889049768447876,0.003535030409693718,0.46515703201293945,0.2179577648639679,0.004114317242056131,0.5174854397773743,0.20789268612861633,0.010401875711977482,0.5423775315284729,0.2047795057296753,0.017517464235424995,0.5354863405227661,0.20062825083732605,0.010923413559794426,0.5352463126182556,0.21039585769176483,0.011465782299637794,0.5388001799583435,0.20236781239509583,0.012938526459038258,0.5256541967391968,0.2111918330192566,0.00892799161374569,0.48067599534988403,0.32624807953834534,-0.004834966268390417,0.5292642712593079,0.32147109508514404,0.00013269235205370933,0.6348612904548645,0.47897112369537354,-0.2714272141456604,0.3707248270511627,0.5042029619216919,-0.3811413049697876
