Time,Digit,LanguageID,Point_1_X,Point_1_Y,Point_1_Z,Point_2_X,Point_2_Y,Point_2_Z,Point_3_X,Point_3_Y,Point_3_Z,Point_4_X,Point_4_Y,Point_4_Z,Point_5_X,Point_5_Y,Point_5_Z,Point_6_X,Point_6_Y,Point_6_Z,Point_7_X,Point_7_Y,Point_7_Z,Point_8_X,Point_8_Y,Point_8_Z,Point_9_X,Point_9_Y,Point_9_Z,Point_10_X,Point_10_Y,Point_10_Z,Point_11_X,Point_11_Y,Point_11_Z,Point_12_X,Point_12_Y,Point_12_Z,Point_13_X,Point_13_Y,Point_13_Z,Point_14_X,Point_14_Y,Point_14_Z,Point_15_X,Point_15_Y,Point_15_Z,Point_16_X,Point_16_Y,Point_16_Z,Point_17_X,Point_17_Y,Point_17_Z,Point_18_X,Point_18_Y,Point_18_Z,Point_19_X,Point_19_Y,Point_19_Z,Point_20_X,Point_20_Y,Point_20_Z,Point_21_X,Point_21_Y,Point_21_Z,Point_22_X,Point_22_Y,Point_22_Z,Point_23_X,Point_23_Y,Point_23_Z,Point_24_X,Point_24_Y,Point_24_Z,Point_25_X,Point_25_Y,Point_25_Z,Point_26_X,Point_26_Y,Point_26_Z,Point_27_X,Point_27_Y,Point_27_Z,Point_28_X,Point_28_Y,Point_28_Z,Point_29_X,Point_29_Y,Point_29_Z,Point_30_X,Point_30_Y,Point_30_Z,Point_31_X,Point_31_Y,Point_31_Z,Point_32_X,Point_32_Y,Point_32_Z,Point_33_X,Point_33_Y,Point_33_Z,Point_34_X,Point_34_Y,Point_34_Z,Point_35_X,Point_35_Y,Point_35_Z,Point_36_X,Point_36_Y,Point_36_Z,Point_37_X,Point_37_Y,Point_37_Z,Point_38_X,Point_38_Y,Point_38_Z,Point_39_X,Point_39_Y,Point_39_Z,Point_40_X,Point_40_Y,Point_40_Z,Point_41_X,Point_41_Y,Point_41_Z,Point_42_X,Point_42_Y,Point_42_Z,Point_43_X,Point_43_Y,Point_43_Z,Point_44_X,Point_44_Y,Point_44_Z,Point_45_X,Point_45_Y,Point_45_Z,Point_46_X,Point_46_Y,Point_46_Z,Point_47_X,Point_47_Y,Point_47_Z,Point_48_X,Point_48_Y,Point_48_Z,Point_49_X,Point_49_Y,Point_49_Z,Point_50_X,Point_50_Y,Point_50_Z,Point_51_X,Point_51_Y,Point_51_Z,Point_52_X,Point_52_Y,Point_52_Z,Point_53_X,Point_53_Y,Point_53_Z,Point_54_X,Point_54_Y,Point_54_Z,Point_55_X,Point_55_Y,Point_55_Z,Point_56_X,Point_56_Y,Point_56_Z,Point_57_X,Point_57_Y,Point_57_Z,Point_58_X,Point_58_Y,Point_58_Z,Point_59_X,Point_59_Y,Point_59_Z
0,8,2,0.6428418755531311,0.9452526569366455,-9.533442124620706e-08,0.6956444978713989,0.7996797561645508,-0.003777185920625925,0.706606388092041,0.6345426440238953,-0.018937593325972557,0.7073578238487244,0.4821004271507263,-0.033977627754211426,0.7286847829818726,0.380181223154068,-0.05071254447102547,0.5960662364959717,0.5825240612030029,-0.05003844574093819,0.5064464807510376,0.4675421714782715,-0.07420802116394043,0.4438942074775696,0.39308300614356995,-0.08967568725347519,0.39865535497665405,0.34161242842674255,-0.09909313917160034,0.536021888256073,0.640630841255188,-0.051383763551712036,0.5189624428749084,0.6308910846710205,-0.0659971609711647,0.547744631767273,0.6780377626419067,-0.05568362772464752,0.5767884850502014,0.7274308800697327,-0.047327782958745956,0.49877822399139404,0.7291743755340576,-0.05036091431975365,0.49949848651885986,0.724850058555603,-0.062200453132390976,0.5236653089523315,0.7614150047302246,-0.048040151596069336,0.5477660894393921,0.8035981059074402,-0.037419769912958145,0.4700503349304199,0.8154572248458862,-0.04871053248643875,0.48540714383125305,0.8102676868438721,-0.04728735238313675,0.509703516960144,0.8454794883728027,-0.031029950827360153,0.5261908769607544,0.8732269406318665,-0.017881756648421288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6573131084442139,0.8987129330635071,0.08380158245563507,0.5119291543960571,0.8453586101531982,-0.042318642139434814
1,8,2,0.641200065612793,0.9458926320075989,-1.0715748999245989e-07,0.6969311237335205,0.7983407378196716,-0.0013411794789135456,0.7077036499977112,0.6352556347846985,-0.015233132056891918,0.70816570520401,0.4828317165374756,-0.029548244550824165,0.7284496426582336,0.38024765253067017,-0.04532787948846817,0.5958017110824585,0.5808466076850891,-0.04593526944518089,0.5053659081459045,0.4639573097229004,-0.0677921250462532,0.4431690573692322,0.39196568727493286,-0.08139273524284363,0.3989120423793793,0.3430308401584625,-0.08930113911628723,0.5341767072677612,0.6380578279495239,-0.047314953058958054,0.5213386416435242,0.6298846006393433,-0.056500717997550964,0.5493863224983215,0.6752774715423584,-0.04381302744150162,0.577232301235199,0.7228865027427673,-0.03506437689065933,0.4975373446941376,0.7277573347091675,-0.04630531370639801,0.5034117102622986,0.7239469289779663,-0.05405785143375397,0.5264918208122253,0.7599165439605713,-0.03986290097236633,0.5489594340324402,0.8010803461074829,-0.030368350446224213,0.4697587490081787,0.8143298029899597,-0.04452439025044441,0.4888875484466553,0.8087190389633179,-0.03944915905594826,0.5122907757759094,0.8429034948348999,-0.022611992433667183,0.5278230309486389,0.8701239228248596,-0.009929980151355267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6598169207572937,0.866978108882904,-0.06691166758537292,0.5083065032958984,0.8081934452056885,0.06836353987455368
2,8,2,0.6421140432357788,0.9467005729675293,-1.3450537039716437e-07,0.6966539621353149,0.8032450079917908,-0.0013640800025314093,0.7089369297027588,0.6370742321014404,-0.01566540263593197,0.7084951996803284,0.4836016297340393,-0.029903069138526917,0.7293964624404907,0.3808164894580841,-0.04571997746825218,0.599546492099762,0.583577036857605,-0.04951167479157448,0.5072346329689026,0.46496492624282837,-0.07308433949947357,0.44470012187957764,0.3914289176464081,-0.08757803589105606,0.40016746520996094,0.3408752381801605,-0.09581054747104645,0.5387720465660095,0.6416447758674622,-0.05072374641895294,0.5201946496963501,0.6303696036338806,-0.06264962255954742,0.5496202707290649,0.6787258982658386,-0.050028931349515915,0.579252302646637,0.7281621098518372,-0.040476176887750626,0.5008238554000854,0.7298293709754944,-0.04928980767726898,0.5007912516593933,0.7260389924049377,-0.059545110911130905,0.5254643559455872,0.7646318078041077,-0.044822365045547485,0.5500821471214294,0.8078656196594238,-0.03414402902126312,0.4709324836730957,0.814769446849823,-0.04680594429373741,0.4866732656955719,0.8082424402236938,-0.04333258792757988,0.511896014213562,0.846379280090332,-0.025887345895171165,0.5291077494621277,0.8757845163345337,-0.012268480844795704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6663846969604492,0.9157567620277405,0.08856465667486191,0.5077789425849915,0.8722724914550781,-0.026111606508493423
3,8,2,0.6417434215545654,0.9473757743835449,-9.540175227584768e-08,0.6967936754226685,0.7992746233940125,-0.003326769219711423,0.7077546119689941,0.6358605027198792,-0.017856130376458168,0.7100653648376465,0.4817652702331543,-0.03259890154004097,0.7302849888801575,0.377092182636261,-0.048691995441913605,0.5962978601455688,0.5815372467041016,-0.04663912579417229,0.5055810213088989,0.4646775722503662,-0.06864067912101746,0.4434962570667267,0.3927604556083679,-0.08240922540426254,0.3990626335144043,0.3435738682746887,-0.09049230068922043,0.5352728366851807,0.6400651931762695,-0.04775254800915718,0.5215306282043457,0.6316019892692566,-0.057659804821014404,0.5501294732093811,0.6769164800643921,-0.0455646812915802,0.578102171421051,0.7238569259643555,-0.037146586924791336,0.49861887097358704,0.7313293218612671,-0.04671427607536316,0.5031754374504089,0.7258928418159485,-0.05484159290790558,0.5265839099884033,0.7616776823997498,-0.040187396109104156,0.5490700006484985,0.8024001121520996,-0.030281880870461464,0.47086796164512634,0.8186818361282349,-0.0452672503888607,0.48963212966918945,0.8123559355735779,-0.04065375030040741,0.5135225653648376,0.8460601568222046,-0.023619120940566063,0.5292437076568604,0.8728369474411011,-0.010670039802789688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6651360988616943,0.9242005944252014,0.06717995554208755,0.5129232406616211,0.8429741859436035,-0.09107327461242676
4,8,2,0.6432233452796936,0.9488223791122437,-8.40078939745581e-08,0.6971323490142822,0.8013455867767334,-0.004130129236727953,0.7090834379196167,0.6369794607162476,-0.018642190843820572,0.7121195197105408,0.48415637016296387,-0.032666388899087906,0.7316157221794128,0.37913626432418823,-0.04831318557262421,0.6017023921012878,0.5871397852897644,-0.04795219749212265,0.5111732482910156,0.46428847312927246,-0.06959716975688934,0.44931650161743164,0.3898031413555145,-0.0826542004942894,0.4048776626586914,0.3387553095817566,-0.09024682641029358,0.5427183508872986,0.6434755325317383,-0.04849003627896309,0.5167167782783508,0.6255174875259399,-0.059149354696273804,0.5449999570846558,0.6732140779495239,-0.04686538875102997,0.5750944018363953,0.7216585874557495,-0.03787793219089508,0.5046951174736023,0.7311597466468811,-0.04681911692023277,0.4979681372642517,0.7192055583000183,-0.05530441179871559,0.5221761465072632,0.7585057020187378,-0.0398569256067276,0.5473615527153015,0.8005886673927307,-0.029319394379854202,0.4745560884475708,0.8157311677932739,-0.044643472880125046,0.48519647121429443,0.8053156137466431,-0.041421495378017426,0.5107957124710083,0.8428471684455872,-0.02434101328253746,0.5295169949531555,0.8719192743301392,-0.01108249370008707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6553990244865417,0.8907296657562256,-0.0001816198491724208,0.5181502103805542,0.892672061920166,0.039415810257196426
5,8,2,0.6516681909561157,0.937879204750061,-1.0031619979145034e-07,0.6975669860839844,0.7987825274467468,-0.0024477329570800066,0.7084022164344788,0.633566677570343,-0.015470631420612335,0.7128758430480957,0.488666832447052,-0.028080757707357407,0.7316369414329529,0.38872984051704407,-0.0429137721657753,0.6090342402458191,0.5829558372497559,-0.04548891633749008,0.5173541307449341,0.45777690410614014,-0.06829434633255005,0.4569054841995239,0.3806194067001343,-0.08188576996326447,0.4127163887023926,0.32397741079330444,-0.08950512111186981,0.5583711862564087,0.6407779455184937,-0.047421894967556,0.5087912082672119,0.6107027530670166,-0.06336881965398788,0.5378907322883606,0.6663262844085693,-0.05222230404615402,0.5740606188774109,0.717139482498169,-0.04165756702423096,0.5200902223587036,0.7265626192092896,-0.04717117175459862,0.49022945761680603,0.7085122466087341,-0.06232472509145737,0.5160813927650452,0.7562226057052612,-0.04717040807008743,0.5477055311203003,0.7980459928512573,-0.03417281433939934,0.4882298707962036,0.8100984692573547,-0.045581452548503876,0.47963929176330566,0.7928801774978638,-0.04755309596657753,0.5081631541252136,0.8384171724319458,-0.029808586463332176,0.5331735610961914,0.8698034882545471,-0.01463406067341566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6447675824165344,0.8938261866569519,-0.14809727668762207,0.5279759764671326,0.8024601340293884,0.05855260044336319
6,8,2,0.6535965800285339,0.936615526676178,-9.717748383764047e-08,0.696609377861023,0.7999711036682129,-0.0027433265931904316,0.7081019282341003,0.6340085864067078,-0.01563090644776821,0.7151414752006531,0.492962509393692,-0.02800544537603855,0.7348727583885193,0.39476993680000305,-0.04289783164858818,0.6163107752799988,0.5821043252944946,-0.04512017220258713,0.5262439250946045,0.45476067066192627,-0.06643077731132507,0.467602401971817,0.37527087330818176,-0.07875826209783554,0.42443138360977173,0.31535661220550537,-0.08589980751276016,0.5683280825614929,0.6369619369506836,-0.0475996769964695,0.5109589695930481,0.6080045104026794,-0.06408191472291946,0.5376557111740112,0.6659572124481201,-0.05398048833012581,0.5744287371635437,0.7161210179328918,-0.04402892664074898,0.528660237789154,0.7183033227920532,-0.04776642471551895,0.49074825644493103,0.7012988328933716,-0.06287714838981628,0.5153958201408386,0.7522708773612976,-0.047373946756124496,0.5480464696884155,0.7930576801300049,-0.03422065079212189,0.49439623951911926,0.7989681363105774,-0.04676833003759384,0.47914186120033264,0.7816294431686401,-0.050036393105983734,0.5071918964385986,0.8309670090675354,-0.032554417848587036,0.53431236743927,0.8635492324829102,-0.017239553853869438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6675227880477905,0.9065210819244385,0.03526889160275459,0.5375704169273376,0.8108657598495483,0.2352828085422516
7,8,2,0.6598161458969116,0.924860954284668,-1.6384811374337005e-07,0.6978768706321716,0.8037893772125244,-4.34764260717202e-05,0.71038818359375,0.6345617175102234,-0.013532435521483421,0.7160779237747192,0.49336153268814087,-0.02628498524427414,0.7379213571548462,0.3979896306991577,-0.041274331510066986,0.623912513256073,0.5758348703384399,-0.04867888242006302,0.5349816679954529,0.44838106632232666,-0.0776740089058876,0.47705045342445374,0.36628201603889465,-0.09765088558197021,0.4351038634777069,0.30317696928977966,-0.11000540852546692,0.581528902053833,0.6303239464759827,-0.0527423694729805,0.5097063183784485,0.6084941029548645,-0.07518661022186279,0.5364751219749451,0.6710216999053955,-0.06686022877693176,0.576255738735199,0.7172728180885315,-0.058230750262737274,0.5425022840499878,0.708714485168457,-0.054648756980895996,0.48840054869651794,0.6974083781242371,-0.076541967689991,0.5125564336776733,0.7539497017860413,-0.06229846924543381,0.5513042211532593,0.7911603450775146,-0.049282025545835495,0.5067863464355469,0.7850119471549988,-0.054522767663002014,0.4762023091316223,0.7730812430381775,-0.06364136934280396,0.5048365592956543,0.8291470408439636,-0.047562211751937866,0.5370595455169678,0.8580337166786194,-0.03294792026281357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662582516670227,0.8786394596099854,-0.10714777559041977,0.5022653937339783,0.8297876715660095,0.08127768337726593
8,8,2,0.6636118292808533,0.9238675832748413,-1.577612920300453e-07,0.6972296237945557,0.80684494972229,-0.002625508699566126,0.7047410011291504,0.6380398273468018,-0.016569895669817924,0.711389422416687,0.49825888872146606,-0.029108064249157906,0.7365269660949707,0.4082033634185791,-0.043663762509822845,0.629832923412323,0.5771005749702454,-0.05231667682528496,0.5423993468284607,0.4489114284515381,-0.08403045684099197,0.48660552501678467,0.3617141842842102,-0.1061590388417244,0.4456469714641571,0.2929108738899231,-0.12043644487857819,0.5902769565582275,0.6300204396247864,-0.05650961399078369,0.5098419785499573,0.609237790107727,-0.08455098420381546,0.5354635715484619,0.6753634214401245,-0.07820294797420502,0.5752400755882263,0.7205864787101746,-0.07000952959060669,0.5509519577026367,0.704204261302948,-0.05880482867360115,0.4885866045951843,0.6976934671401978,-0.08513636887073517,0.5123574137687683,0.7538413405418396,-0.07027836889028549,0.5515843629837036,0.7864421606063843,-0.05578631907701492,0.5146467089653015,0.7766997218132019,-0.05944119393825531,0.47548386454582214,0.7654876112937927,-0.07261936366558075,0.5026064515113831,0.8239578604698181,-0.05668925493955612,0.5355456471443176,0.852763295173645,-0.04142444580793381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,2,0.6669272184371948,0.917969286441803,-1.6315821937951114e-07,0.6947357058525085,0.7992645502090454,-0.0030008985195308924,0.6973444223403931,0.6362690925598145,-0.016001492738723755,0.7058817148208618,0.49941885471343994,-0.027320995926856995,0.7276320457458496,0.4092807173728943,-0.040466971695423126,0.6282001733779907,0.5724995136260986,-0.05279535427689552,0.5434122681617737,0.4453042149543762,-0.08741514384746552,0.4911110997200012,0.3563504219055176,-0.11331824958324432,0.450992226600647,0.2858589291572571,-0.13055625557899475,0.595319926738739,0.6253985166549683,-0.05709025263786316,0.5068447589874268,0.612987220287323,-0.08565512299537659,0.5322104096412659,0.6787605881690979,-0.07986810803413391,0.5720661282539368,0.7170736789703369,-0.07317616045475006,0.5592899322509766,0.7003583908081055,-0.06011940911412239,0.48776161670684814,0.7013152241706848,-0.08609024435281754,0.5123418569564819,0.7543401718139648,-0.07012812048196793,0.5525950193405151,0.7803199291229248,-0.055796217173337936,0.5253711938858032,0.774598240852356,-0.06193147227168083,0.47792670130729675,0.7681453824043274,-0.07634036242961884,0.505508542060852,0.8214506506919861,-0.06085013225674629,0.5394942760467529,0.8442738056182861,-0.04620194062590599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
